Delay	xmcdN	xmcdNE	
ps			
-15.64927	0.967253674865376	0.0397240757941163
-14.64858	0.989504373177843	0.0404794246022898
-13.6520599999999	0.995118878916706	0.0441628651637518
-12.65137	1.03561274876552	0.0427824122551259
-11.65068	0.999521072796935	0.0446404549440182
-10.64998	1.01995600251414	0.0444734679251299
-9.64928999999995	1.01164234709717	0.0435823694862287
-8.64859999999999	1.08486656721366	0.0480963138241992
-7.65207999999996	1.00103965542849	0.0412836164468683
-6.65137999999996	0.98914773549414	0.0399067232711959
-5.65069	1.02813379180994	0.0435490937836314
-4.64999999999998	1.05443357526033	0.045216852845674
-3.64930999999996	1.03880043283351	0.0438267117033557
-2.64861999999999	0.972830981687181	0.0405376743124306
-1.64792	1.00093647572967	0.0430199506674453
-0.651399999999967	1.03457957736072	0.0418296797458646
-0.55132999999995	1.06115550092194	0.0440073088560391
-0.451259999999991	1.01995913877102	0.0441464930462437
-0.351189999999974	0.969265793966989	0.0386919441972982
-0.251119999999958	0.959677419354839	0.039616118397903
-0.151049999999998	0.99336032388664	0.0446148511304278
-0.0509899999999561	1.01821011673152	0.0436179566228003
0.0490800000000036	0.902898550724638	0.0385407449603592
0.14915000000002	0.94540491355778	0.0407432985241712
0.249220000000037	0.920703532568192	0.0395516043661097
0.349289999999996	0.87681589089831	0.0381187916389545
0.449360000000013	0.839251439539347	0.0397975376173705
0.549430000000029	0.779673481394323	0.0362954375252619
0.649500000000046	0.794704992435703	0.0379354296339458
0.749570000000006	0.775883256528418	0.0379434430116573
0.849640000000022	0.748180062397861	0.0365402423908085
0.949710000000039	0.747691863819965	0.0353203255296949
1.04978	0.746357418971157	0.0360768339590406
1.14984000000004	0.679794001817631	0.0360843820582684
1.24991	0.776739356178609	0.0370845315615845
1.34998000000002	0.739098517104684	0.0357349872504763
1.45005000000003	0.662702043305886	0.0358656114182106
1.55012000000005	0.696017091408515	0.0365515848495974
1.65019000000001	0.716880023816612	0.0359863430487474
1.75026000000003	0.682428488032691	0.0345994848737775
1.85033000000004	0.756293600242645	0.0374478126981236
1.9504	0.701294744859101	0.0363999914525885
2.05047000000002	0.681281369943903	0.0351453464894945
2.15054000000004	0.62381022111583	0.0341674755817279
2.25060999999999	0.692663869194039	0.0347162189093193
2.35068000000001	0.708611234622795	0.0356645354298546
3.35137000000003	0.71003717472119	0.0376090258036522
4.35205999999999	0.632718291442685	0.0339845159306316
5.34858000000003	0.653571428571429	0.0347554858696436
6.34927000000005	0.613321799307958	0.0332578506484179
7.34997000000004	0.648574719262885	0.0334005090989478
8.35066	0.630731637199943	0.033099852758549
9.35135000000002	0.611007171811662	0.0357634091239571
10.35204	0.666017380881031	0.0353256950638656
11.34857	0.616513489475245	0.0339254304294189
12.34926	0.581722895512611	0.036876619460289
13.34995	0.704376798424958	0.0364967100947951
14.35064	0.623643466936767	0.033516661972525
15.35133	0.592780337941628	0.0346782449423107
16.35203	0.667154781080685	0.0350966247232569
17.34855	0.582856325128792	0.0328358614398281
18.34924	0.598325745337054	0.0336516357253975
19.34993	0.635141192290453	0.0351244893728917
20.35063	0.629734145254715	0.0347356612028951
21.35132	0.61186059584036	0.0323455096114698
22.35201	0.617823865344154	0.0349565798945047
32.35059	0.600622406639004	0.0342231846512499
42.34917	0.583370853969683	0.0341347545086148
52.35193	0.614342265529842	0.0352920529524783
62.35051	0.595075645209137	0.0340270051789111
72.34909	0.665353137314338	0.0357212833008888
82.35184	0.646974522292994	0.0371632289684295
92.35043	0.686844613918017	0.0382893285650034
102.34901	0.661420797176055	0.035050246628742
112.35176	0.669405142248593	0.0363676708169439
122.35034	0.713336223089149	0.0352924882973185
132.34892	0.701032406079725	0.0345507747105609
142.35168	0.753514526710403	0.0385449618611158
152.35026	0.754448398576512	0.0383193457603638
162.34884	0.754214729370009	0.0369476090084249
172.35159	0.769126506024096	0.0378424971117098
222.34867	0.831278195488722	0.0390254726001601
272.34992	0.826358897989576	0.0385830655400132
322.35118	0.820303210463734	0.0380752658419586
372.34826	0.844141069397042	0.0370098419505718
422.34951	0.896430661205383	0.0388734840735116
472.35076	0.872259573224203	0.0382645294741133
522.35201	0.873168498168498	0.0403983862760874
572.34909	0.882352941176471	0.0382936805521919
622.35034	0.930246542393265	0.0406718781714781
672.35159	0.929072605247102	0.0411605797001146
