#Delay	xmcdN	xmcdNE	
#ps			
-10.33033	1.07475430965039	0.0522221158383059
-9.32963999999998	1.03511214230472	0.049087986334549
-8.32894999999996	1.00966936993138	0.048537692656599
-7.32824999999997	1.01165203511572	0.0496636984128562
-6.33172999999999	0.99584743155952	0.047966696866073
-5.33103999999997	0.984912492456246	0.0470284413015471
-4.33035000000001	1.03079065449482	0.0490926726775721
-3.32964999999996	0.95777379886601	0.045629634971553
-2.32896	1.01744647105472	0.0496310734024528
-1.32826999999998	0.959591041869523	0.0494540668963427
-0.33175	1.03873566780291	0.0495577801784299
-0.231679999999983	0.998817966903073	0.0465962703860813
-0.131609999999966	0.981957186544343	0.047636645204573
-0.0315400000000068	1.01307397959184	0.0503589853437688
0.0685300000000098	1.00865399474579	0.0489767450100508
0.168600000000026	0.960416338117017	0.0487087426424865
0.268670000000043	0.874473725245595	0.0459537518440606
0.368740000000003	0.839446050829402	0.0440083266445105
0.468810000000019	0.753334355357964	0.0423659835599843
0.568880000000036	0.748331744518589	0.0438065988408909
0.668949999999995	0.665252310956206	0.0400161070842161
0.769010000000037	0.643116204845496	0.0377844692257288
0.869079999999997	0.581167315175097	0.0395005965486318
0.969150000000013	0.643660687138948	0.0398090417511854
1.06922000000003	0.486062717770035	0.0353592919827174
1.16928999999999	0.567891499763444	0.0401186941243247
1.26936000000001	0.522779922779922	0.0389256399727034
1.36943000000002	0.522790697674418	0.039024682750706
1.46950000000004	0.529465930018416	0.0387477708823608
1.56957	0.519383465670248	0.0391890573217473
1.66964000000002	0.507485256313322	0.0378751514829467
1.76971000000003	0.448784194528875	0.0370360303948753
1.86977999999999	0.459238275102298	0.0386019763082841
1.96984000000003	0.447679850513859	0.0380919166010671
2.06990999999999	0.429189189189189	0.0375553174082061
2.16998000000001	0.391455840024239	0.0360976330625464
2.27005000000003	0.403146353090736	0.0378833337503728
2.37012000000004	0.391209476309227	0.0368026173448862
2.47019	0.434677541156925	0.0362559163840735
2.57026000000002	0.411675893306492	0.0398337572240171
2.67033000000004	0.402796987859228	0.0367404506586197
3.67102	0.386858006042296	0.0360188711861159
4.67171000000002	0.338909541511772	0.0363213832553762
5.66824000000003	0.326723470178157	0.0360819647779934
6.66892999999999	0.284511278195488	0.0347766965841442
7.66962000000001	0.282903981264637	0.0360188272156531
8.67031000000003	0.259369609534264	0.036287087214135
9.67099999999999	0.255531135531135	0.0341484297779055
10.6717	0.280823018807265	0.0374765758393665
11.66822	0.245931839115751	0.0356721604273992
12.66891	0.256049274087109	0.0340128376351171
14.6703	0.240425531914894	0.0349946533832254
16.67168	0.174336917562724	0.0324677772426453
18.6689	0.187627662678727	0.0329524123893398
20.67028	0.175934098264195	0.0331447223192596
22.67166	0.185759446033419	0.0338948944493602
32.67025	0.12621359223301	0.0342395468280242
42.66883	0.100015482272797	0.033980530669534
52.67158	0.016827315798072	0.0360437494674543
62.67016	-0.00503619767075864	0.0348012643063231
72.66874	0.0187219557481051	0.0342392025721582
82.6715	0.0375400579887077	0.0338519856224211
92.67008	0.0341179976162094	0.0332059273452562
102.66866	-0.0160722485841111	0.0343065516514386
112.67141	0.0232126276694524	0.0347825558751749
122.67	-0.00981745666513264	0.0343010717086042
132.66858	-0.0454974811083123	0.0352346733421764
142.67133	0.055236945366737	0.0337521246027097
152.66991	0.0234904619265331	0.0351134935857276
162.66849	0.0437372856727692	0.0323671026090822
172.67125	-0.00221434898139941	0.0326842182553016
222.66833	0.0218105766357933	0.032867012398309
272.66958	-0.0069591527987896	0.0332575715833427
322.67083	0.080182734719597	0.0344451547031085
372.67208	0.15771315919172	0.0362997577348495
422.66916	0.252808124326819	0.0349908877248895
472.67041	0.486373790022338	0.0362322324476004
522.67166	0.462311557788944	0.0378650389622589
572.66874	0.571945701357466	0.0381572963634392
622.67	0.61480607580003	0.0384471010950762
672.67125	0.711685261303582	0.040066740079182
