Delay	xmcdN	xmcdNE	
ps			
-15.64927	0.959425354300136	0.0478531539050944
-14.64858	1.06590084643289	0.0523666541212647
-13.6520599999999	0.974487823734055	0.0480426153910551
-12.65137	0.986819150998255	0.0482784776121249
-11.65068	0.985071806500378	0.0470007050945719
-10.64998	1.00780127283925	0.0515169831594828
-9.64928999999995	0.90584662110858	0.0451752154474606
-8.64859999999999	1.06056191467222	0.0541886686779849
-7.65207999999996	1.00417578047326	0.0507825091738292
-6.65137999999996	1.00095657164722	0.0486844294095526
-5.65069	0.982944520682219	0.0491047102772617
-4.64999999999998	0.982615726703052	0.0503503165180536
-3.64930999999996	0.982149567831642	0.0469138163881471
-2.64861999999999	1.01529525653437	0.0491632833686992
-1.64792	1.00216152485754	0.0494503865387174
-0.651399999999967	0.958285495598929	0.0475468829908561
-0.55132999999995	0.968594408272693	0.0475678491564902
-0.451259999999991	1.0125555340931	0.0487534811550942
-0.351189999999974	1.0338193600648	0.0518037847019499
-0.251119999999958	1.02215854823305	0.0486179918921022
-0.151049999999998	0.979125248508946	0.0490307569174196
-0.0509899999999561	0.94474921630094	0.0479272809939857
0.0490800000000036	1.00706916316393	0.0481379415528833
0.14915000000002	0.933973128598848	0.0462524396595677
0.249220000000037	0.871794871794872	0.0498216269571451
0.349289999999996	0.812781954887218	0.04312287548937
0.449360000000013	0.785064809440898	0.043567670023041
0.549430000000029	0.785279685966634	0.0438975633967442
0.649500000000046	0.692685692685693	0.0405304871552763
0.749570000000006	0.680901077375122	0.0415450892835975
0.849640000000022	0.69515331355094	0.0425567578247739
0.949710000000039	0.724391267842149	0.0460313810345351
1.04978	0.664810904204262	0.0410546599909638
1.14984000000004	0.617092741183056	0.03902763798888
1.24991	0.606489675516224	0.0409590515714886
1.34998000000002	0.618832391713748	0.0394060404680913
1.45005000000003	0.573812580231066	0.037442354618698
1.55012000000005	0.62474889513861	0.0420558077042689
1.65019000000001	0.629242304656669	0.0413083928939802
1.75026000000003	0.580876330876331	0.0417751937956498
1.85033000000004	0.597128757290265	0.0462213275883406
1.9504	0.512462797619048	0.0371731403817634
2.05047000000002	0.527749542589957	0.0405074282156151
2.15054000000004	0.566639243109831	0.0415946665067357
2.25060999999999	0.523162327718224	0.0378941770102313
2.35068000000001	0.540229885057471	0.0389135438692454
3.35137000000003	0.502336448598131	0.0382914628514339
4.35205999999999	0.43216896831844	0.0388372584069062
5.34858000000003	0.457062600321027	0.0389637429358631
6.34927000000005	0.480643114025809	0.0418718601823476
7.34997000000004	0.523876404494382	0.0403103802660824
8.35066	0.468414779499404	0.0391883348044793
9.35135000000002	0.405032160423761	0.0363962640168753
10.35204	0.425858430845962	0.0372782025151844
11.34857	0.43777564717162	0.0372842132078486
12.34926	0.418979235396856	0.0376153078748275
13.34995	0.408427543679342	0.0394993655864957
14.35064	0.412133891213389	0.0366839647990846
15.35133	0.363600782778865	0.0369845343594768
16.35203	0.389019148104728	0.0374828781058726
17.34855	0.3492252681764	0.0375096649408985
18.34924	0.311534795042898	0.0355007515514572
19.34993	0.337306091562618	0.0355378342126138
20.35063	0.349947862356621	0.0391992970407
21.35132	0.365189747665408	0.0376317365872575
22.35201	0.355542900531511	0.0357871120035327
32.35059	0.286652501448715	0.0356883527419731
42.34917	0.289402697495183	0.0357145087955605
52.35193	0.288663809894819	0.0359358581890261
62.35051	0.22199255890864	0.0375207784863717
72.34909	0.224854368932039	0.0351987813586632
82.35184	0.288525193085693	0.0341065960096265
92.35043	0.193305605070311	0.0360227366998812
102.34901	0.1980115990058	0.0378079810955512
112.35176	0.220964749536178	0.034474660300553
122.35034	0.251019219569016	0.0362178337311772
132.34892	0.214299980027961	0.036964292252874
142.35168	0.208912037037037	0.0354770787679798
152.35026	0.279709591134887	0.0355963361471559
162.34884	0.282420217672016	0.034616239182173
172.35159	0.280212222440558	0.0366252232737973
222.34867	0.41576297443842	0.037687024196212
272.34992	0.54920814479638	0.0387171595477468
322.35118	0.598972211648268	0.0397425288618458
372.34826	0.706041304767419	0.042511832687137
422.34951	0.755791126815862	0.0441469312889999
472.35076	0.795260295260295	0.044401551603209
522.35201	0.775675142913463	0.0444122752451348
572.34909	0.853168469860896	0.0453881334472827
622.35034	0.796480938416422	0.0446667388324196
672.35159	0.872658429653248	0.047066636685311
