# time of execution: 2022-08-03 16:54:40
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:7.5
# asf=0.12
# sdrate=1.5e-10
# sdissrate=1e-13
# rhosd=1e-25
# lambda=1e+16[W/m^3/K]
# gep=<scipy.interpolate.interpolate.interp1d object at 0x0000014289052220>[W/m^3/K]
# factor cv_el=<scipy.interpolate.interpolate.interp1d object at 0x0000014289052B80>[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 4.673959588570301e-06[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:0.0[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-10[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J]
0.0	1.0	100.0	100.0	0	0	0	00
0.01	0.9997965047347597	100.0	100.0	0.0	0.0	0.0	0.0-1.936496406639639e-29
0.02	0.9995932208495114	100.0	100.0	0.0	0.0	0.0	0.0-3.686699326465905e-29
0.03	0.9993901479883852	100.0	100.0	0.0	0.0	0.0	0.0-5.268340312357873e-29
0.04	0.9991872857963264	100.0	100.0	0.0	0.0	0.0	0.0-6.697463529367261e-29
0.05	0.9989846339190904	100.0	100.0	0.0	0.0	0.0	0.0-7.988586330882457e-29
0.06	0.9987821920032456	100.0	100.0	0.0	0.0	0.0	0.0-9.154844553954134e-29
0.07	0.9985799596961706	100.0	100.0	0.0	0.0	0.0	0.0-1.0208123987946077e-28
0.08	0.9983779366460542	100.0	100.0	0.0	0.0	0.0	0.0-1.1159179332292965e-28
0.09	0.9981761225018928	100.0	100.0	0.0	0.0	0.0	0.0-1.2017741833933677e-28
0.1	0.9979745169134908	100.0	100.0	0.0	0.0	0.0	0.0-1.2792616681691048e-28
0.11	0.9977731195314571	100.0	100.0	0.0	0.0	0.0	0.0-1.349177113235351e-28
0.12	0.9975719300072052	100.0	100.0	0.0	0.0	0.0	0.0-1.4122414250453166e-28
