# time of execution: 2022-08-01 23:09:28
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:7.5
# asf=0.12
# lambda=5000000000000000.0[W/m^3/K]
# gep=<scipy.interpolate.interpolate.interp1d object at 0x00000289DBB524F0>[W/m^3/K]
# factor cv_el=<scipy.interpolate.interpolate.interp1d object at 0x00000289DBB52B30>[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 4.673959588570301e-06[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:2e+21[W/m^3]
# sigma=4.95e-14[s]
# delay=5e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J]
0.0	1.0	100.0	100.0	0	0	0	00
0.01	0.9996925923136413	100.0	100.0	0.0	0.0	0.0	0.0-2.9256814664790717e-23
0.02	0.9993815110786732	100.0	100.0	0.0	0.0	0.0	0.0-5.607867176451178e-23
0.03	0.9990672170358652	100.0	100.0	0.0	0.0	0.0	0.0-8.065348796701809e-23
0.04	0.9987501177837202	100.0	100.0	0.0	0.0	0.0	0.0-1.0315634859562312e-22
0.05	0.9984305746233456	100.0	100.0	0.0	0.0	0.0	0.0-1.2375007817603916e-22
0.06	0.9981089084105156	100.0	100.0	0.0	0.0	0.0	0.0-1.4258585102743657e-22
0.07	0.9977854045749193	100.0	100.0	0.0	0.0	0.0	0.0-1.59803822885694e-22
0.08	0.9974603174384912	100.0	100.0	0.0	0.0	0.0	0.0-1.755337690261018e-22
0.09	0.9971338739419041	100.0	100.0	0.0	0.0	0.0	0.0-1.8989571790288523e-22
0.1	0.9968062768697308	100.0	100.0	0.0	0.0	0.0	0.0-2.0300057213264054e-22
0.11	0.9964777076496113	100.0	100.0	0.0	0.0	0.0	0.0-2.1495071086791094e-22
0.12	0.9961483287883225	100.0	100.0	0.0	0.0	0.0	0.0-2.2584056935478366e-22
0.13	0.9958182859974387	100.0	100.0	0.0	0.0	0.0	0.0-2.357571928394321e-22
0.14	0.995487710052847	100.0	100.0	0.0	0.0	0.0	0.0-2.447807630587044e-22
0.15	0.9951567184254079	100.0	100.0	0.0	0.0	0.0	0.0-2.5298509637967637e-22
0.16	0.9948254167142767	100.0	100.0	0.0	0.0	0.0	0.0-2.604381132910378e-22
0.17	0.9944938999096038	100.0	100.0	0.0	0.0	0.0	0.0-2.6720227943406485e-22
0.18	0.9941622535073142	100.0	100.0	0.0	0.0	0.0	0.0-2.733350187239793e-22
0.19	0.9938305544953099	100.0	100.0	0.0	0.0	0.0	0.0-2.788890993787078e-22
0.2	0.9934988722276422	100.0	100.0	0.0	0.0	0.0	0.0-2.8391299386158067e-22
0.21	0.9931672692008168	100.0	100.0	0.0	0.0	0.0	0.0-2.8845121387353247e-22
0.22	0.9928358017444151	100.0	100.0	0.0	0.0	0.0	0.0-2.9254462161188666e-22
0.22999999999999998	0.9925045206365131	100.0	100.0	0.0	0.0	0.0	0.0-2.962307185573007e-22
0.24	0.9921734716529644	100.0	100.0	0.0	0.0	0.0	0.0-2.9954391306628776e-22
0.25	0.9918426960583858	100.0	100.0	0.0	0.0	0.0	0.0-3.025157680406851e-22
0.26	0.9915122310456583	100.0	100.0	0.0	0.0	0.0	0.0-3.051752299228673e-22
0.27	0.9911821101298616	100.0	100.0	0.0	0.0	0.0	0.0-3.0754884023075094e-22
0.28	0.9908523635018147	100.0	100.0	0.0	0.0	0.0	0.0-3.0966093080309355e-22
0.29	0.9905230183457299	100.0	100.0	0.0	0.0	0.0	0.0-3.11533803876013e-22
0.3	0.9901940991249459	100.0	100.0	0.0	0.0	0.0	0.0-3.1318789805817067e-22
0.31	0.9898656278392065	100.0	100.0	0.0	0.0	0.0	0.0-3.1464194121635825e-22
0.32	0.9895376242565402	100.0	100.0	0.0	0.0	0.0	0.0-3.1591309122661486e-22
0.33	0.9892101061224429	100.0	100.0	0.0	0.0	0.0	0.0-3.170170654894947e-22
0.34	0.988883089348733	100.0	100.0	0.0	0.0	0.0	0.0-3.1796826005244484e-22
0.35	0.9885565881841964	100.0	100.0	0.0	0.0	0.0	0.0-3.1877985912804494e-22
0.36	0.9882306153688812	100.0	100.0	0.0	0.0	0.0	0.0-3.194639357444841e-22
0.37	0.9879051822737024	100.0	100.0	0.0	0.0	0.0	0.0-3.2003154421441285e-22
0.38	0.9875802990268407	100.0	100.0	0.0	0.0	0.0	0.0-3.2049280506040725e-22
0.39	0.9872559746282368	100.0	100.0	0.0	0.0	0.0	0.0-3.2085698298980977e-22
0.4	0.9869322170533698	100.0	100.0	0.0	0.0	0.0	0.0-3.2113255846874252e-22
0.41	0.9866090333473613	100.0	100.0	0.0	0.0	0.0	0.0-3.2132729340461706e-22
0.42	0.9862864297103461	100.0	100.0	0.0	0.0	0.0	0.0-3.214482914084617e-22
0.43	0.9859644115749532	100.0	100.0	0.0	0.0	0.0	0.0-3.2150205307280016e-22
0.44	0.9856429836766502	100.0	100.0	0.0	0.0	0.0	0.0-3.214945266675658e-22
0.45	0.9853221501176327	100.0	100.0	0.0	0.0	0.0	0.0-3.2143115462553e-22
0.45999999999999996	0.9850019144248714	100.0	100.0	0.0	0.0	0.0	0.0-3.213169161598602e-22
0.47000000000000003	0.984682279602856	100.0	100.0	0.0	0.0	0.0	0.0-3.211563663296127e-22
0.48	0.9843632481815452	100.0	100.0	0.0	0.0	0.0	0.0-3.2095367184406346e-22
0.49000000000000005	0.9840448222599638	100.0	100.0	0.0	0.0	0.0	0.0-3.2071264387371953e-22
0.5	0.9837270035458447	100.0	100.0	0.0	0.0	0.0	0.0-3.2043676811449705e-22
0.5099999999999999	0.9834097933916942	100.0	100.0	0.0	0.0	0.0	0.0-3.201292323317833e-22
0.52	0.9830931928275941	100.0	100.0	0.0	0.0	0.0	0.0-3.19792951592865e-22
