# time of execution: 2022-08-03 17:58:17
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:7.5
# asf=0.12
# sdrate=1.5e-10
# sdissrate=1e-13
# rhosd=1e-19
# lambda=1e+16[W/m^3/K]
# gep=<scipy.interpolate.interpolate.interp1d object at 0x000001E60F8D32C0>[W/m^3/K]
# factor cv_el=<scipy.interpolate.interpolate.interp1d object at 0x000001E60F8D3C20>[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 4.673959588570301e-06[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:0.0[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-10[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J]
1.95	0.9946974455549145	100.0	100.0	0.0	0.0	0.0	0.0	-2.2872051594667612e-23
1.9600000000000002	0.9946689452057997	100.0	100.0	0.0	0.0	0.0	0.0	-2.2851312762255856e-23
1.97	0.994640470671171	100.0	100.0	0.0	0.0	0.0	0.0	-2.2830595341175906e-23
1.98	0.994612021924477	100.0	100.0	0.0	0.0	0.0	0.0	-2.280989929967308e-23
1.9899999999999998	0.9945835989392007	100.0	100.0	0.0	0.0	0.0	0.0	-2.2789224606739132e-23
2.0	0.9945552016888577	100.0	100.0	0.0	0.0	0.0	0.0	-2.2768571232287788e-23
2.0100000000000002	0.9945268301469931	100.0	100.0	0.0	0.0	0.0	0.0	-2.274793914636373e-23
2.02	0.9944984842871886	100.0	100.0	0.0	0.0	0.0	0.0	-2.2727328319568203e-23
2.0300000000000002	0.9944701640830559	100.0	100.0	0.0	0.0	0.0	0.0	-2.270673872295018e-23
2.0399999999999996	0.994441869508239	100.0	100.0	0.0	0.0	0.0	0.0	-2.2686170328068035e-23
2.05	0.9944136005364155	100.0	100.0	0.0	0.0	0.0	0.0	-2.266562310657381e-23
2.06	0.994385357141293	100.0	100.0	0.0	0.0	0.0	0.0	-2.2645097030695508e-23
2.07	0.994357139296613	100.0	100.0	0.0	0.0	0.0	0.0	-2.2624592072628054e-23
2.08	0.9943289469761494	100.0	100.0	0.0	0.0	0.0	0.0	-2.2604108205163315e-23
2.09	0.9943007801537069	100.0	100.0	0.0	0.0	0.0	0.0	-2.25836454010697e-23
2.1	0.9942726388031229	100.0	100.0	0.0	0.0	0.0	0.0	-2.2563203633324314e-23
2.11	0.9942445228982661	100.0	100.0	0.0	0.0	0.0	0.0	-2.2542782875083648e-23
2.1199999999999997	0.9942164324130377	100.0	100.0	0.0	0.0	0.0	0.0	-2.252238309971107e-23
2.13	0.9941883673213712	100.0	100.0	0.0	0.0	0.0	0.0	-2.2502004280758912e-23
2.1399999999999997	0.994160327597231	100.0	100.0	0.0	0.0	0.0	0.0	-2.2481646391984553e-23
2.15	0.994132313214614	100.0	100.0	0.0	0.0	0.0	0.0	-2.2461309407014116e-23
2.16	0.9941043241475489	100.0	100.0	0.0	0.0	0.0	0.0	-2.244099329971104e-23
2.17	0.9940763603700951	100.0	100.0	0.0	0.0	0.0	0.0	-2.2420698044180808e-23
2.18	0.9940484218563442	100.0	100.0	0.0	0.0	0.0	0.0	-2.2400423614366347e-23
2.19	0.9940205085804203	100.0	100.0	0.0	0.0	0.0	0.0	-2.2380169984496222e-23
2.1999999999999997	0.993992620516478	100.0	100.0	0.0	0.0	0.0	0.0	-2.235993712888461e-23
2.21	0.9939647576387026	100.0	100.0	0.0	0.0	0.0	0.0	-2.233972502187922e-23
2.2199999999999998	0.9939369199213133	100.0	100.0	0.0	0.0	0.0	0.0	-2.2319533637661315e-23
2.23	0.9939091073385579	100.0	100.0	0.0	0.0	0.0	0.0	-2.2299362950909816e-23
2.24	0.9938813198647176	100.0	100.0	0.0	0.0	0.0	0.0	-2.227921293611242e-23
2.25	0.9938535574741046	100.0	100.0	0.0	0.0	0.0	0.0	-2.2259083568002327e-23
2.2600000000000002	0.9938258201410612	100.0	100.0	0.0	0.0	0.0	0.0	-2.2238974820892152e-23
2.27	0.9937981078399623	100.0	100.0	0.0	0.0	0.0	0.0	-2.221888666979268e-23
2.28	0.9937704205452134	100.0	100.0	0.0	0.0	0.0	0.0	-2.2198819089644424e-23
2.29	0.9937427582312511	100.0	100.0	0.0	0.0	0.0	0.0	-2.217877205496984e-23
2.3	0.9937151208725431	100.0	100.0	0.0	0.0	0.0	0.0	-2.215874554074197e-23
2.31	0.9936875084435878	100.0	100.0	0.0	0.0	0.0	0.0	-2.2138739522013927e-23
2.32	0.9936599209189146	100.0	100.0	0.0	0.0	0.0	0.0	-2.211875397358236e-23
2.33	0.9936323582730843	100.0	100.0	0.0	0.0	0.0	0.0	-2.209878887034456e-23
2.3400000000000003	0.9936048204806894	100.0	100.0	0.0	0.0	0.0	0.0	-2.2078844187484888e-23
2.35	0.9935773075163513	100.0	100.0	0.0	0.0	0.0	0.0	-2.2058919900252025e-23
2.36	0.9935498193547234	100.0	100.0	0.0	0.0	0.0	0.0	-2.2039015983645204e-23
2.3699999999999997	0.9935223559704899	100.0	100.0	0.0	0.0	0.0	0.0	-2.2019132412771196e-23
2.38	0.9934949173383646	100.0	100.0	0.0	0.0	0.0	0.0	-2.199926916298529e-23
2.39	0.9934675034330941	100.0	100.0	0.0	0.0	0.0	0.0	-2.1979426209497988e-23
2.4	0.9934401142294536	100.0	100.0	0.0	0.0	0.0	0.0	-2.1959603527879695e-23
2.41	0.9934127497022494	100.0	100.0	0.0	0.0	0.0	0.0	-2.1939801093235376e-23
2.42	0.9933854098263192	100.0	100.0	0.0	0.0	0.0	0.0	-2.1920018880982112e-23
2.43	0.99335809457653	100.0	100.0	0.0	0.0	0.0	0.0	-2.1900256866501258e-23
2.44	0.9933308039277804	100.0	100.0	0.0	0.0	0.0	0.0	-2.1880515025427107e-23
2.4499999999999997	0.9933035378549984	100.0	100.0	0.0	0.0	0.0	0.0	-2.1860793333173937e-23
2.46	0.9932762963331432	100.0	100.0	0.0	0.0	0.0	0.0	-2.184109176549752e-23
2.4699999999999998	0.9932490793372026	100.0	100.0	0.0	0.0	0.0	0.0	-2.1821410297635637e-23
2.48	0.993221886842197	100.0	100.0	0.0	0.0	0.0	0.0	-2.1801748905347105e-23
2.49	0.9931947188231754	100.0	100.0	0.0	0.0	0.0	0.0	-2.1782107564347773e-23
2.5	0.9931675752552176	100.0	100.0	0.0	0.0	0.0	0.0	-2.1762486250326337e-23
2.51	0.9931404561134327	100.0	100.0	0.0	0.0	0.0	0.0	-2.1742884938857925e-23
2.5199999999999996	0.9931133613729619	100.0	100.0	0.0	0.0	0.0	0.0	-2.172330360577227e-23
2.53	0.9930862910089746	100.0	100.0	0.0	0.0	0.0	0.0	-2.1703742226987604e-23
2.54	0.9930592449966706	100.0	100.0	0.0	0.0	0.0	0.0	-2.1684200778515127e-23
2.55	0.9930322233112794	100.0	100.0	0.0	0.0	0.0	0.0	-2.1664679235792652e-23
2.56	0.9930052259280603	100.0	100.0	0.0	0.0	0.0	0.0	-2.1645177575132887e-23
2.57	0.9929782528223045	100.0	100.0	0.0	0.0	0.0	0.0	-2.1625695772249788e-23
2.58	0.9929513039693305	100.0	100.0	0.0	0.0	0.0	0.0	-2.1606233803195336e-23
2.59	0.9929243793444881	100.0	100.0	0.0	0.0	0.0	0.0	-2.1586791643852227e-23
2.5999999999999996	0.9928974789231555	100.0	100.0	0.0	0.0	0.0	0.0	-2.156736927057495e-23
2.61	0.9928706026807413	100.0	100.0	0.0	0.0	0.0	0.0	-2.1547966659273286e-23
2.62	0.9928437505926849	100.0	100.0	0.0	0.0	0.0	0.0	-2.1528583786076068e-23
2.63	0.9928169226344531	100.0	100.0	0.0	0.0	0.0	0.0	-2.1509220627085344e-23
2.64	0.9927901187815434	100.0	100.0	0.0	0.0	0.0	0.0	-2.148987715865371e-23
2.65	0.9927633390094837	100.0	100.0	0.0	0.0	0.0	0.0	-2.1470553356854203e-23
2.66	0.9927365832938284	100.0	100.0	0.0	0.0	0.0	0.0	-2.1451249198144145e-23
2.67	0.9927098516101651	100.0	100.0	0.0	0.0	0.0	0.0	-2.1431964658903205e-23
2.6799999999999997	0.992683143934108	100.0	100.0	0.0	0.0	0.0	0.0	-2.1412699715301375e-23
2.69	0.9926564602413022	100.0	100.0	0.0	0.0	0.0	0.0	-2.1393454343564782e-23
2.6999999999999997	0.9926298005074222	100.0	100.0	0.0	0.0	0.0	0.0	-2.1374228520343695e-23
2.71	0.9926031647081698	100.0	100.0	0.0	0.0	0.0	0.0	-2.1355022221955253e-23
2.72	0.992576552819278	100.0	100.0	0.0	0.0	0.0	0.0	-2.1335835425058372e-23
2.73	0.992549964816508	100.0	100.0	0.0	0.0	0.0	0.0	-2.131666810598737e-23
2.74	0.9925234006756501	100.0	100.0	0.0	0.0	0.0	0.0	-2.129752024110861e-23
2.75	0.9924968603725247	100.0	100.0	0.0	0.0	0.0	0.0	-2.12783918074046e-23
2.76	0.99247034388298	100.0	100.0	0.0	0.0	0.0	0.0	-2.1259282781545982e-23
2.77	0.9924438511828941	100.0	100.0	0.0	0.0	0.0	0.0	-2.124019313992993e-23
2.78	0.9924173822481734	100.0	100.0	0.0	0.0	0.0	0.0	-2.1221122859366467e-23
2.79	0.9923909370547532	100.0	100.0	0.0	0.0	0.0	0.0	-2.1202071916207352e-23
2.8	0.9923645155785988	100.0	100.0	0.0	0.0	0.0	0.0	-2.118304028756679e-23
2.81	0.9923381177957035	100.0	100.0	0.0	0.0	0.0	0.0	-2.1164027950165888e-23
2.8200000000000003	0.9923117436820881	100.0	100.0	0.0	0.0	0.0	0.0	-2.1145034880655403e-23
2.83	0.9922853932138043	100.0	100.0	0.0	0.0	0.0	0.0	-2.1126061056142738e-23
2.84	0.9922590663669315	100.0	100.0	0.0	0.0	0.0	0.0	-2.1107106453593707e-23
2.8499999999999996	0.992232763117578	100.0	100.0	0.0	0.0	0.0	0.0	-2.1088171049609248e-23
2.86	0.9922064834418807	100.0	100.0	0.0	0.0	0.0	0.0	-2.1069254821339213e-23
2.87	0.9921802273160046	100.0	100.0	0.0	0.0	0.0	0.0	-2.1050357745781593e-23
2.88	0.9921539947161434	100.0	100.0	0.0	0.0	0.0	0.0	-2.1031479799945917e-23
2.89	0.9921277856185196	100.0	100.0	0.0	0.0	0.0	0.0	-2.1012620960959635e-23
2.9	0.9921015999993837	100.0	100.0	0.0	0.0	0.0	0.0	-2.0993781205765418e-23
2.9099999999999997	0.9920754378350165	100.0	100.0	0.0	0.0	0.0	0.0	-2.0974960511568663e-23
2.92	0.9920492991017243	100.0	100.0	0.0	0.0	0.0	0.0	-2.0956158855364078e-23
2.9299999999999997	0.9920231837758426	100.0	100.0	0.0	0.0	0.0	0.0	-2.093737621459929e-23
2.94	0.9919970918337365	100.0	100.0	0.0	0.0	0.0	0.0	-2.0918612566246633e-23
2.9499999999999997	0.9919710232517984	100.0	100.0	0.0	0.0	0.0	0.0	-2.0899867887762344e-23
2.96	0.9919449780064488	100.0	100.0	0.0	0.0	0.0	0.0	-2.0881142156351614e-23
2.97	0.9919189560741365	100.0	100.0	0.0	0.0	0.0	0.0	-2.0862435349382042e-23
2.98	0.9918929574313383	100.0	100.0	0.0	0.0	0.0	0.0	-2.084374744427396e-23
2.9899999999999998	0.9918669820545603	100.0	100.0	0.0	0.0	0.0	0.0	-2.0825078418379483e-23
2.9999999999999996	0.9918410299203347	100.0	100.0	0.0	0.0	0.0	0.0	-2.080642824910033e-23
3.01	0.9918151010052229	100.0	100.0	0.0	0.0	0.0	0.0	-2.078779691376685e-23
3.02	0.991789195285813	100.0	100.0	0.0	0.0	0.0	0.0	-2.0769184389948944e-23
3.03	0.9917633127387224	100.0	100.0	0.0	0.0	0.0	0.0	-2.0750590655346527e-23
3.04	0.9917374533405968	100.0	100.0	0.0	0.0	0.0	0.0	-2.0732015687350156e-23
3.0500000000000003	0.9917116170681084	100.0	100.0	0.0	0.0	0.0	0.0	-2.0713459463602156e-23
3.06	0.991685803897957	100.0	100.0	0.0	0.0	0.0	0.0	-2.0694921961545875e-23
3.07	0.9916600138068707	100.0	100.0	0.0	0.0	0.0	0.0	-2.067640315915739e-23
3.0799999999999996	0.9916342467716063	100.0	100.0	0.0	0.0	0.0	0.0	-2.0657903033926267e-23
3.09	0.9916085027689471	100.0	100.0	0.0	0.0	0.0	0.0	-2.0639421563825952e-23
3.1	0.991582781775705	100.0	100.0	0.0	0.0	0.0	0.0	-2.0620958726158163e-23
3.11	0.9915570837687181	100.0	100.0	0.0	0.0	0.0	0.0	-2.0602514498898412e-23
3.12	0.9915314087248529	100.0	100.0	0.0	0.0	0.0	0.0	-2.058408885993829e-23
3.13	0.9915057566210043	100.0	100.0	0.0	0.0	0.0	0.0	-2.056568178694165e-23
3.14	0.9914801274340921	100.0	100.0	0.0	0.0	0.0	0.0	-2.054729325800797e-23
3.15	0.9914545211410659	100.0	100.0	0.0	0.0	0.0	0.0	-2.052892325101698e-23
3.1599999999999997	0.9914289377189016	100.0	100.0	0.0	0.0	0.0	0.0	-2.051057174376901e-23
3.17	0.9914033771446031	100.0	100.0	0.0	0.0	0.0	0.0	-2.049223871446646e-23
3.1799999999999997	0.9913778393952005	100.0	100.0	0.0	0.0	0.0	0.0	-2.0473924140842367e-23
3.19	0.9913523244477532	100.0	100.0	0.0	0.0	0.0	0.0	-2.0455628001051037e-23
3.2	0.9913268322793455	100.0	100.0	0.0	0.0	0.0	0.0	-2.04373502732515e-23
3.21	0.9913013628670908	100.0	100.0	0.0	0.0	0.0	0.0	-2.0419090935463473e-23
3.22	0.9912759161881293	100.0	100.0	0.0	0.0	0.0	0.0	-2.0400849965946553e-23
3.23	0.9912504922196264	100.0	100.0	0.0	0.0	0.0	0.0	-2.0382627342647043e-23
3.2399999999999998	0.9912250909387772	100.0	100.0	0.0	0.0	0.0	0.0	-2.0364423043849882e-23
3.25	0.991199712322802	100.0	100.0	0.0	0.0	0.0	0.0	-2.034623704785289e-23
3.26	0.9911743563489492	100.0	100.0	0.0	0.0	0.0	0.0	-2.0328069332925113e-23
3.27	0.9911490229944947	100.0	100.0	0.0	0.0	0.0	0.0	-2.0309919877424476e-23
3.28	0.9911237122367388	100.0	100.0	0.0	0.0	0.0	0.0	-2.029178865922184e-23
3.29	0.9910984240530113	100.0	100.0	0.0	0.0	0.0	0.0	-2.0273675657398807e-23
3.3000000000000003	0.9910731584206678	100.0	100.0	0.0	0.0	0.0	0.0	-2.025558084968223e-23
3.3099999999999996	0.9910479153170907	100.0	100.0	0.0	0.0	0.0	0.0	-2.0237504214630972e-23
3.32	0.9910226947196887	100.0	100.0	0.0	0.0	0.0	0.0	-2.0219445731002998e-23
3.3299999999999996	0.9909974966058983	100.0	100.0	0.0	0.0	0.0	0.0	-2.0201405377077185e-23
3.34	0.990972320953182	100.0	100.0	0.0	0.0	0.0	0.0	-2.0183383131339237e-23
3.35	0.9909471677390291	100.0	100.0	0.0	0.0	0.0	0.0	-2.0165378972303683e-23
3.36	0.9909220369409553	100.0	100.0	0.0	0.0	0.0	0.0	-2.01473928786427e-23
3.37	0.9908969285365034	100.0	100.0	0.0	0.0	0.0	0.0	-2.0129424829064873e-23
3.38	0.9908718425032423	100.0	100.0	0.0	0.0	0.0	0.0	-2.0111474802114457e-23
3.3899999999999997	0.9908467788187676	100.0	100.0	0.0	0.0	0.0	0.0	-2.009354277625469e-23
3.4	0.9908217374607016	100.0	100.0	0.0	0.0	0.0	0.0	-2.0075628730337785e-23
3.4099999999999997	0.9907967184066919	100.0	100.0	0.0	0.0	0.0	0.0	-2.0057732643074304e-23
3.42	0.9907717216344142	100.0	100.0	0.0	0.0	0.0	0.0	-2.003985449318483e-23
3.43	0.9907467471215695	100.0	100.0	0.0	0.0	0.0	0.0	-2.0021994259483286e-23
3.44	0.9907217948458852	100.0	100.0	0.0	0.0	0.0	0.0	-2.0004151920994408e-23
3.45	0.9906968647851137	100.0	100.0	0.0	0.0	0.0	0.0	-1.9986327456434546e-23
3.46	0.9906719569170358	100.0	100.0	0.0	0.0	0.0	0.0	-1.99685208444201e-23
3.4699999999999998	0.9906470712194606	100.0	100.0	0.0	0.0	0.0	0.0	-1.99507320639601e-23
3.48	0.9906222076702176	100.0	100.0	0.0	0.0	0.0	0.0	-1.9932961094346283e-23
3.4899999999999998	0.9905973662471658	100.0	100.0	0.0	0.0	0.0	0.0	-1.99152079141791e-23
3.5	0.9905725469281901	100.0	100.0	0.0	0.0	0.0	0.0	-1.989747250263344e-23
3.51	0.9905477496912007	100.0	100.0	0.0	0.0	0.0	0.0	-1.9879754838507365e-23
3.52	0.9905229745141347	100.0	100.0	0.0	0.0	0.0	0.0	-1.9862054901169377e-23
3.5300000000000002	0.9904982213749544	100.0	100.0	0.0	0.0	0.0	0.0	-1.9844372669709552e-23
3.54	0.9904734902516483	100.0	100.0	0.0	0.0	0.0	0.0	-1.9826708123034212e-23
3.55	0.9904487811222317	100.0	100.0	0.0	0.0	0.0	0.0	-1.980906124034707e-23
3.5599999999999996	0.9904240939647441	100.0	100.0	0.0	0.0	0.0	0.0	-1.9791432000698247e-23
3.57	0.9903994287572514	100.0	100.0	0.0	0.0	0.0	0.0	-1.977382038363589e-23
3.58	0.9903747854778465	100.0	100.0	0.0	0.0	0.0	0.0	-1.9756226368073044e-23
3.59	0.9903501641046466	100.0	100.0	0.0	0.0	0.0	0.0	-1.9738649933553266e-23
3.6	0.9903255646157946	100.0	100.0	0.0	0.0	0.0	0.0	-1.9721091059208336e-23
3.61	0.9903009869894607	100.0	100.0	0.0	0.0	0.0	0.0	-1.970354972422808e-23
3.62	0.9902764312038395	100.0	100.0	0.0	0.0	0.0	0.0	-1.9686025908387012e-23
3.63	0.9902518972371508	100.0	100.0	0.0	0.0	0.0	0.0	-1.9668519590763233e-23
3.6399999999999997	0.9902273850676407	100.0	100.0	0.0	0.0	0.0	0.0	-1.9651030750924522e-23
3.65	0.9902028946735802	100.0	100.0	0.0	0.0	0.0	0.0	-1.9633559367897413e-23
3.66	0.9901784260332669	100.0	100.0	0.0	0.0	0.0	0.0	-1.9616105421523653e-23
3.6700000000000004	0.9901539791250232	100.0	100.0	0.0	0.0	0.0	0.0	-1.959866889132703e-23
3.6799999999999997	0.9901295539271973	100.0	100.0	0.0	0.0	0.0	0.0	-1.9581249756823855e-23
3.69	0.9901051504181613	100.0	100.0	0.0	0.0	0.0	0.0	-1.9563847997390258e-23
3.7	0.9900807685763143	100.0	100.0	0.0	0.0	0.0	0.0	-1.9546463592970594e-23
3.71	0.9900564083800805	100.0	100.0	0.0	0.0	0.0	0.0	-1.9529096522887395e-23
3.72	0.9900320698079094	100.0	100.0	0.0	0.0	0.0	0.0	-1.9511746766924904e-23
3.7299999999999995	0.9900077528382746	100.0	100.0	0.0	0.0	0.0	0.0	-1.9494414304912042e-23
3.7399999999999998	0.9899834574496765	100.0	100.0	0.0	0.0	0.0	0.0	-1.947709911602129e-23
3.75	0.9899591836206398	100.0	100.0	0.0	0.0	0.0	0.0	-1.9459801180647938e-23
3.7600000000000002	0.989934931329714	100.0	100.0	0.0	0.0	0.0	0.0	-1.944252047796939e-23
3.7700000000000005	0.9899107005554751	100.0	100.0	0.0	0.0	0.0	0.0	-1.9425256988222595e-23
3.78	0.9898864912765224	100.0	100.0	0.0	0.0	0.0	0.0	-1.940801069103624e-23
3.7899999999999996	0.9898623034714811	100.0	100.0	0.0	0.0	0.0	0.0	-1.9390781566218954e-23
3.8	0.9898381371190019	100.0	100.0	0.0	0.0	0.0	0.0	-1.9373569593546654e-23
3.81	0.9898139921977601	100.0	100.0	0.0	0.0	0.0	0.0	-1.9356374753345996e-23
3.8200000000000003	0.989789868686455	100.0	100.0	0.0	0.0	0.0	0.0	-1.933919702525869e-23
3.8299999999999996	0.9897657665638121	100.0	100.0	0.0	0.0	0.0	0.0	-1.9322036389290982e-23
3.84	0.9897416858085807	100.0	100.0	0.0	0.0	0.0	0.0	-1.9304892825476133e-23
3.85	0.9897176263995359	100.0	100.0	0.0	0.0	0.0	0.0	-1.928776631366187e-23
3.8600000000000003	0.9896935883154765	100.0	100.0	0.0	0.0	0.0	0.0	-1.927065683417331e-23
3.87	0.9896695715352265	100.0	100.0	0.0	0.0	0.0	0.0	-1.925356436677059e-23
3.8799999999999994	0.9896455760376359	100.0	100.0	0.0	0.0	0.0	0.0	-1.9236488891857392e-23
3.8899999999999997	0.9896216018015777	100.0	100.0	0.0	0.0	0.0	0.0	-1.921943038971137e-23
3.9	0.9895976488059507	100.0	100.0	0.0	0.0	0.0	0.0	-1.9202388840078353e-23
3.91	0.9895737170296762	100.0	100.0	0.0	0.0	0.0	0.0	-1.9185364223233255e-23
3.9200000000000004	0.9895498064517028	100.0	100.0	0.0	0.0	0.0	0.0	-1.916835651944905e-23
3.9299999999999997	0.9895259170510027	100.0	100.0	0.0	0.0	0.0	0.0	-1.915136570896624e-23
3.94	0.989502048806571	100.0	100.0	0.0	0.0	0.0	0.0	-1.9134391772166774e-23
3.9499999999999997	0.9894782016974293	100.0	100.0	0.0	0.0	0.0	0.0	-1.9117434689304703e-23
3.96	0.9894543757026234	100.0	100.0	0.0	0.0	0.0	0.0	-1.9100494440657445e-23
3.97	0.9894305708012224	100.0	100.0	0.0	0.0	0.0	0.0	-1.908357100647238e-23
3.9799999999999995	0.9894067869723204	100.0	100.0	0.0	0.0	0.0	0.0	-1.9066664367470454e-23
3.9899999999999998	0.9893830241950363	100.0	100.0	0.0	0.0	0.0	0.0	-1.9049774503746967e-23
4.0	0.9893592824485123	100.0	100.0	0.0	0.0	0.0	0.0	-1.903290139612775e-23
4.01	0.9893355617119157	100.0	100.0	0.0	0.0	0.0	0.0	-1.9016045024717466e-23
4.0200000000000005	0.9893118619644377	100.0	100.0	0.0	0.0	0.0	0.0	-1.8999205370210436e-23
4.029999999999999	0.9892881831852935	100.0	100.0	0.0	0.0	0.0	0.0	-1.8982382412973186e-23
4.04	0.9892645253537232	100.0	100.0	0.0	0.0	0.0	0.0	-1.8965576133627637e-23
4.05	0.9892408884489904	100.0	100.0	0.0	0.0	0.0	0.0	-1.894878651273617e-23
4.0600000000000005	0.9892172724503828	100.0	100.0	0.0	0.0	0.0	0.0	-1.8932013530986935e-23
4.07	0.989193677337212	100.0	100.0	0.0	0.0	0.0	0.0	-1.8915257169185885e-23
4.079999999999999	0.9891701030888143	100.0	100.0	0.0	0.0	0.0	0.0	-1.8898517407339293e-23
4.09	0.9891465496845493	100.0	100.0	0.0	0.0	0.0	0.0	-1.8881794226828573e-23
4.1	0.9891230171038012	100.0	100.0	0.0	0.0	0.0	0.0	-1.886508760807159e-23
4.11	0.9890995053259775	100.0	100.0	0.0	0.0	0.0	0.0	-1.8848397531810837e-23
4.12	0.9890760143305093	100.0	100.0	0.0	0.0	0.0	0.0	-1.8831723978673347e-23
4.13	0.9890525440968531	100.0	100.0	0.0	0.0	0.0	0.0	-1.8815066929628767e-23
4.14	0.989029094604488	100.0	100.0	0.0	0.0	0.0	0.0	-1.879842636578812e-23
4.1499999999999995	0.9890056658329169	100.0	100.0	0.0	0.0	0.0	0.0	-1.8781802267327114e-23
4.16	0.9889822577616668	100.0	100.0	0.0	0.0	0.0	0.0	-1.87651946156154e-23
4.17	0.9889588703702885	100.0	100.0	0.0	0.0	0.0	0.0	-1.874860339154871e-23
4.18	0.9889355036383568	100.0	100.0	0.0	0.0	0.0	0.0	-1.8732028576245695e-23
4.1899999999999995	0.9889121575454681	100.0	100.0	0.0	0.0	0.0	0.0	-1.8715470150107604e-23
4.2	0.9888888320712452	100.0	100.0	0.0	0.0	0.0	0.0	-1.869892809460658e-23
4.21	0.9888655271953333	100.0	100.0	0.0	0.0	0.0	0.0	-1.8682402390560835e-23
4.22	0.9888422428974014	100.0	100.0	0.0	0.0	0.0	0.0	-1.866589301911565e-23
4.2299999999999995	0.9888189791571406	100.0	100.0	0.0	0.0	0.0	0.0	-1.864939996097372e-23
4.239999999999999	0.9887957359542677	100.0	100.0	0.0	0.0	0.0	0.0	-1.863292319754657e-23
4.25	0.9887725132685214	100.0	100.0	0.0	0.0	0.0	0.0	-1.8616462710093844e-23
4.26	0.9887493110796649	100.0	100.0	0.0	0.0	0.0	0.0	-1.8600018479374202e-23
4.2700000000000005	0.9887261293674836	100.0	100.0	0.0	0.0	0.0	0.0	-1.858359048684226e-23
4.279999999999999	0.9887029681117876	100.0	100.0	0.0	0.0	0.0	0.0	-1.8567178713515028e-23
4.29	0.9886798272924092	100.0	100.0	0.0	0.0	0.0	0.0	-1.855078314094145e-23
4.3	0.9886567068892047	100.0	100.0	0.0	0.0	0.0	0.0	-1.85344037499552e-23
4.31	0.988633606882053	100.0	100.0	0.0	0.0	0.0	0.0	-1.8518040522099004e-23
4.32	0.9886105272508569	100.0	100.0	0.0	0.0	0.0	0.0	-1.8501693438252207e-23
4.329999999999999	0.9885874679755426	100.0	100.0	0.0	0.0	0.0	0.0	-1.8485362480225713e-23
4.34	0.9885644290360586	100.0	100.0	0.0	0.0	0.0	0.0	-1.846904762928719e-23
4.35	0.9885414104123764	100.0	100.0	0.0	0.0	0.0	0.0	-1.845274886678968e-23
4.36	0.9885184120844916	100.0	100.0	0.0	0.0	0.0	0.0	-1.843646617420888e-23
4.37	0.9884954340324227	100.0	100.0	0.0	0.0	0.0	0.0	-1.8420199533021378e-23
4.38	0.9884724762362098	100.0	100.0	0.0	0.0	0.0	0.0	-1.8403948924434905e-23
4.39	0.9884495386759184	100.0	100.0	0.0	0.0	0.0	0.0	-1.8387714329903236e-23
4.3999999999999995	0.9884266213316356	100.0	100.0	0.0	0.0	0.0	0.0	-1.8371495731197575e-23
4.41	0.9884037241834717	100.0	100.0	0.0	0.0	0.0	0.0	-1.8355293109716257e-23
4.42	0.9883808472115589	100.0	100.0	0.0	0.0	0.0	0.0	-1.833910644722686e-23
4.430000000000001	0.9883579903960544	100.0	100.0	0.0	0.0	0.0	0.0	-1.8322935725050956e-23
4.4399999999999995	0.9883351537171358	100.0	100.0	0.0	0.0	0.0	0.0	-1.830678092488577e-23
4.45	0.9883123371550055	100.0	100.0	0.0	0.0	0.0	0.0	-1.8290642028318518e-23
4.46	0.9882895406898877	100.0	100.0	0.0	0.0	0.0	0.0	-1.8274519017034205e-23
4.47	0.9882667643020293	100.0	100.0	0.0	0.0	0.0	0.0	-1.8258411872864277e-23
4.48	0.9882440079716999	100.0	100.0	0.0	0.0	0.0	0.0	-1.8242320577471474e-23
4.489999999999999	0.9882212716791933	100.0	100.0	0.0	0.0	0.0	0.0	-1.8226245112591682e-23
4.5	0.9881985554048242	100.0	100.0	0.0	0.0	0.0	0.0	-1.8210185459718826e-23
4.51	0.9881758591289291	100.0	100.0	0.0	0.0	0.0	0.0	-1.8194141600971997e-23
4.5200000000000005	0.98815318283187	100.0	100.0	0.0	0.0	0.0	0.0	-1.8178113518120927e-23
4.53	0.9881305264940294	100.0	100.0	0.0	0.0	0.0	0.0	-1.8162101192918726e-23
4.54	0.9881078900958126	100.0	100.0	0.0	0.0	0.0	0.0	-1.814610460718467e-23
4.55	0.9880852736176484	100.0	100.0	0.0	0.0	0.0	0.0	-1.8130123743034712e-23
4.56	0.9880626770399863	100.0	100.0	0.0	0.0	0.0	0.0	-1.811415858221375e-23
4.57	0.9880401003433003	100.0	100.0	0.0	0.0	0.0	0.0	-1.8098209106894664e-23
