# time of execution: 2022-06-26 16:31:58
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:6
# asf=0.12
# gep=2.5e+17[W/m^3/K]
# factor cv_el=225[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 3.894967677943116e-07[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:6e+21[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J/m^3]
0.0	1.0	100.0	100.0	0	0	0	0	[0]
0.01	0.9999867824710739	100.0	100.0	0.0	0.0	0.0	0.0	[-1.05687378e-24]
0.02	0.9999735667883963	100.0	100.0	0.0	0.0	0.0	0.0	[-2.11254358e-24]
0.03	0.9999603529577659	100.0	100.0	0.0	0.0	0.0	0.0	[-3.16701016e-24]
0.04	0.9999471409849666	100.0	100.0	0.0	0.0	0.0	0.0	[-4.22027424e-24]
0.05	0.999933930875768	100.0	100.0	0.0	0.0	0.0	0.0	[-5.27233657e-24]
0.06	0.9999207226359245	100.0	100.0	0.0	0.0	0.0	0.0	[-6.32319789e-24]
0.07	0.9999075162711764	100.0	100.0	0.0	0.0	0.0	0.0	[-7.37285894e-24]
0.08	0.9998943117872492	100.0	100.0	0.0	0.0	0.0	0.0	[-8.42132046e-24]
0.09	0.9998811091898552	100.0	100.0	0.0	0.0	0.0	0.0	[-9.4685832e-24]
0.1	0.9998679084846909	100.0	100.0	0.0	0.0	0.0	0.0	[-1.05146479e-23]
0.11	0.999854709677439	100.0	100.0	0.0	0.0	0.0	0.0	[-1.15595153e-23]
0.12	0.9998415127737674	100.0	100.0	0.0	0.0	0.0	0.0	[-1.26031861e-23]
0.13	0.9998283177793303	100.0	100.0	0.0	0.0	0.0	0.0	[-1.36456612e-23]
0.14	0.9998151246997676	100.0	100.0	0.0	0.0	0.0	0.0	[-1.46869411e-23]
0.15	0.999801933540705	100.0	100.0	0.0	0.0	0.0	0.0	[-1.57270268e-23]
0.16	0.9997887443077519	100.0	100.0	0.0	0.0	0.0	0.0	[-1.67659188e-23]
0.17	0.9997755570065057	100.0	100.0	0.0	0.0	0.0	0.0	[-1.78036181e-23]
0.18	0.9997623716425493	100.0	100.0	0.0	0.0	0.0	0.0	[-1.88401252e-23]
0.19	0.9997491882214508	100.0	100.0	0.0	0.0	0.0	0.0	[-1.9875441e-23]
0.2	0.9997360067487644	100.0	100.0	0.0	0.0	0.0	0.0	[-2.09095662e-23]
0.21	0.9997228272300297	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19425016e-23]
0.22	0.9997096496707727	100.0	100.0	0.0	0.0	0.0	0.0	[-2.29742479e-23]
0.22999999999999998	0.9996964740765041	100.0	100.0	0.0	0.0	0.0	0.0	[-2.40048058e-23]
0.24	0.9996833004527228	100.0	100.0	0.0	0.0	0.0	0.0	[-2.50341761e-23]
0.25	0.9996701288049108	100.0	100.0	0.0	0.0	0.0	0.0	[-2.60623596e-23]
0.26	0.9996569591385382	100.0	100.0	0.0	0.0	0.0	0.0	[-2.70893569e-23]
0.27	0.9996437914590611	100.0	100.0	0.0	0.0	0.0	0.0	[-2.81151689e-23]
0.28	0.9996306257719196	100.0	100.0	0.0	0.0	0.0	0.0	[-2.91397963e-23]
0.29	0.9996174620825422	100.0	100.0	0.0	0.0	0.0	0.0	[-3.01632398e-23]
0.3	0.9996043003963414	100.0	100.0	0.0	0.0	0.0	0.0	[-3.11855003e-23]
0.31	0.999591140718717	100.0	100.0	0.0	0.0	0.0	0.0	[-3.22065783e-23]
0.32	0.9995779830550549	100.0	100.0	0.0	0.0	0.0	0.0	[-3.32264748e-23]
0.33	0.9995648274107255	100.0	100.0	0.0	0.0	0.0	0.0	[-3.42451904e-23]
0.34	0.9995516737910877	100.0	100.0	0.0	0.0	0.0	0.0	[-3.52627259e-23]
0.35	0.9995385222014849	100.0	100.0	0.0	0.0	0.0	0.0	[-3.62790821e-23]
0.36	0.9995253726472467	100.0	100.0	0.0	0.0	0.0	0.0	[-3.72942597e-23]
0.37	0.9995122251336905	100.0	100.0	0.0	0.0	0.0	0.0	[-3.83082594e-23]
0.38	0.9994990796661178	100.0	100.0	0.0	0.0	0.0	0.0	[-3.9321082e-23]
0.39	0.9994859362498164	100.0	100.0	0.0	0.0	0.0	0.0	[-4.03327283e-23]
0.4	0.9994727948900631	100.0	100.0	0.0	0.0	0.0	0.0	[-4.1343199e-23]
0.41	0.999459655592119	100.0	100.0	0.0	0.0	0.0	0.0	[-4.23524949e-23]
0.42	0.99944651836123	100.0	100.0	0.0	0.0	0.0	0.0	[-4.33606168e-23]
0.43	0.9994333832026311	100.0	100.0	0.0	0.0	0.0	0.0	[-4.43675653e-23]
0.44	0.999420250121542	100.0	100.0	0.0	0.0	0.0	0.0	[-4.53733412e-23]
0.45	0.9994071191231695	100.0	100.0	0.0	0.0	0.0	0.0	[-4.63779453e-23]
0.45999999999999996	0.9993939902127073	100.0	100.0	0.0	0.0	0.0	0.0	[-4.73813784e-23]
0.47000000000000003	0.9993808633953335	100.0	100.0	0.0	0.0	0.0	0.0	[-4.83836412e-23]
0.48	0.9993677386762143	100.0	100.0	0.0	0.0	0.0	0.0	[-4.93847344e-23]
0.49000000000000005	0.9993546160605021	100.0	100.0	0.0	0.0	0.0	0.0	[-5.03846589e-23]
0.5	0.9993414955533358	100.0	100.0	0.0	0.0	0.0	0.0	[-5.13834153e-23]
0.5099999999999999	0.9993283771598399	100.0	100.0	0.0	0.0	0.0	0.0	[-5.23810045e-23]
0.52	0.9993152608851262	100.0	100.0	0.0	0.0	0.0	0.0	[-5.33774272e-23]
0.5299999999999999	0.9993021467342932	100.0	100.0	0.0	0.0	0.0	0.0	[-5.43726841e-23]
0.54	0.9992890347124254	100.0	100.0	0.0	0.0	0.0	0.0	[-5.5366776e-23]
0.5499999999999999	0.9992759248245955	100.0	100.0	0.0	0.0	0.0	0.0	[-5.63597037e-23]
0.56	0.99926281707586	100.0	100.0	0.0	0.0	0.0	0.0	[-5.73514679e-23]
0.57	0.9992497114712644	100.0	100.0	0.0	0.0	0.0	0.0	[-5.83420694e-23]
0.58	0.9992366080158402	100.0	100.0	0.0	0.0	0.0	0.0	[-5.9331509e-23]
0.59	0.9992235067146041	100.0	100.0	0.0	0.0	0.0	0.0	[-6.03197873e-23]
0.6	0.9992104075725609	100.0	100.0	0.0	0.0	0.0	0.0	[-6.13069052e-23]
0.61	0.9991973105947027	100.0	100.0	0.0	0.0	0.0	0.0	[-6.22928635e-23]
0.62	0.9991842157860082	100.0	100.0	0.0	0.0	0.0	0.0	[-6.32776628e-23]
0.6299999999999999	0.9991711231514413	100.0	100.0	0.0	0.0	0.0	0.0	[-6.4261304e-23]
