# time of execution: 2022-06-27 16:33:55
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:7.5
# asf=0.12
# gep=<scipy.interpolate._interpolate.interp1d object at 0x000001E7ACA65760>[W/m^3/K]
# factor cv_el=<scipy.interpolate._interpolate.interp1d object at 0x000001E7ACA657B0>[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 4.673959588570301e-06[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:1e+21[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J/m^3]
0.0	1.0	100.0	100.0	0	0	0	0
0.01	0.9733707485499343	100.0	100.0	0.0	0.0	0.0	0.0
0.02	0.9717283269183209	100.0	100.0	0.0	0.0	0.0	0.0
0.03	0.9707482513225419	100.0	100.0	0.0	0.0	0.0	0.0
0.04	0.9698132771232079	100.0	100.0	0.0	0.0	0.0	0.0
0.05	0.9689119744814071	100.0	100.0	0.0	0.0	0.0	0.0
0.06	0.9680434889909334	100.0	100.0	0.0	0.0	0.0	0.0
0.07	0.9672070878707534	100.0	100.0	0.0	0.0	0.0	0.0
0.08	0.966401970033564	100.0	100.0	0.0	0.0	0.0	0.0
0.09	0.9656272809676942	100.0	100.0	0.0	0.0	0.0	0.0
0.1	0.9648821291656302	100.0	100.0	0.0	0.0	0.0	0.0
0.11	0.9641655996905174	100.0	100.0	0.0	0.0	0.0	0.0
0.12	0.9634767652162487	100.0	100.0	0.0	0.0	0.0	0.0
0.13	0.9628146949542153	100.0	100.0	0.0	0.0	0.0	0.0
0.14	0.9621784618214094	100.0	100.0	0.0	0.0	0.0	0.0
0.15	0.9615671481486678	100.0	100.0	0.0	0.0	0.0	0.0
0.16	0.9609798501797375	100.0	100.0	0.0	0.0	0.0	0.0
0.17	0.9604156815709317	100.0	100.0	0.0	0.0	0.0	0.0
0.18	0.9598737760666034	100.0	100.0	0.0	0.0	0.0	0.0
0.19	0.9593532894965753	100.0	100.0	0.0	0.0	0.0	0.0
0.2	0.9588534012172609	100.0	100.0	0.0	0.0	0.0	0.0
0.21	0.958373315097777	100.0	100.0	0.0	0.0	0.0	0.0
0.22	0.9579122601352517	100.0	100.0	0.0	0.0	0.0	0.0
0.22999999999999998	0.9574694907692782	100.0	100.0	0.0	0.0	0.0	0.0
0.24	0.9570442869535538	100.0	100.0	0.0	0.0	0.0	0.0
0.25	0.9566359540328265	100.0	100.0	0.0	0.0	0.0	0.0
0.26	0.9562438224650021	100.0	100.0	0.0	0.0	0.0	0.0
0.27	0.9558672474213794	100.0	100.0	0.0	0.0	0.0	0.0
0.28	0.9555056082922445	100.0	100.0	0.0	0.0	0.0	0.0
0.29	0.9551583081202756	100.0	100.0	0.0	0.0	0.0	0.0
0.3	0.9548247729802463	100.0	100.0	0.0	0.0	0.0	0.0
0.31	0.9545044513201981	100.0	100.0	0.0	0.0	0.0	0.0
0.32	0.95419681327649	100.0	100.0	0.0	0.0	0.0	0.0
0.33	0.9539013499728685	100.0	100.0	0.0	0.0	0.0	0.0
0.34	0.9536175728117733	100.0	100.0	0.0	0.0	0.0	0.0
0.35	0.9533450127645179	100.0	100.0	0.0	0.0	0.0	0.0
0.36	0.9530832196656776	100.0	100.0	0.0	0.0	0.0	0.0
