# time of execution: 2022-06-26 16:31:58
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:6
# asf=0.12
# gep=2.5e+17[W/m^3/K]
# factor cv_el=225[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 3.894967677943116e-07[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:6e+21[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J/m^3]
0.0	1.0	100.0	100.0	0	0	0	0	[0]
0.01	0.9999905587251522	100.0	100.0	0.0	0.0	0.0	0.0	[-7.51537971e-25]
0.02	0.9999811183999365	100.0	100.0	0.0	0.0	0.0	0.0	[-1.49552242e-24]
0.03	0.9999716790348695	100.0	100.0	0.0	0.0	0.0	0.0	[-2.23202767e-24]
0.04	0.9999622406403439	100.0	100.0	0.0	0.0	0.0	0.0	[-2.96112732e-24]
0.05	0.999952803226627	100.0	100.0	0.0	0.0	0.0	0.0	[-3.68289423e-24]
0.06	0.9999433668038644	100.0	100.0	0.0	0.0	0.0	0.0	[-4.39740055e-24]
0.07	0.9999339313820812	100.0	100.0	0.0	0.0	0.0	0.0	[-5.10471774e-24]
0.08	0.9999244969711824	100.0	100.0	0.0	0.0	0.0	0.0	[-5.80491654e-24]
0.09	0.9999150635809558	100.0	100.0	0.0	0.0	0.0	0.0	[-6.49806699e-24]
0.1	0.9999056312210715	100.0	100.0	0.0	0.0	0.0	0.0	[-7.18423847e-24]
0.11	0.9998961999010859	100.0	100.0	0.0	0.0	0.0	0.0	[-7.86349964e-24]
0.12	0.9998867696304402	100.0	100.0	0.0	0.0	0.0	0.0	[-8.53591853e-24]
0.13	0.999877340418465	100.0	100.0	0.0	0.0	0.0	0.0	[-9.20156246e-24]
0.14	0.999867912274378	100.0	100.0	0.0	0.0	0.0	0.0	[-9.86049812e-24]
0.15	0.9998584852072889	100.0	100.0	0.0	0.0	0.0	0.0	[-1.05127915e-23]
0.16	0.9998490592261983	100.0	100.0	0.0	0.0	0.0	0.0	[-1.11585081e-23]
0.17	0.9998396343399993	100.0	100.0	0.0	0.0	0.0	0.0	[-1.17977125e-23]
0.18	0.9998302105574796	100.0	100.0	0.0	0.0	0.0	0.0	[-1.24304688e-23]
0.19	0.9998207878873228	100.0	100.0	0.0	0.0	0.0	0.0	[-1.30568406e-23]
0.2	0.9998113663381092	100.0	100.0	0.0	0.0	0.0	0.0	[-1.36768906e-23]
0.21	0.9998019459183163	100.0	100.0	0.0	0.0	0.0	0.0	[-1.42906811e-23]
0.22	0.9997925266363221	100.0	100.0	0.0	0.0	0.0	0.0	[-1.48982738e-23]
0.22999999999999998	0.9997831085004037	100.0	100.0	0.0	0.0	0.0	0.0	[-1.54997296e-23]
0.24	0.9997736915187407	100.0	100.0	0.0	0.0	0.0	0.0	[-1.60951089e-23]
0.25	0.9997642756994148	100.0	100.0	0.0	0.0	0.0	0.0	[-1.66844715e-23]
0.26	0.9997548610504124	100.0	100.0	0.0	0.0	0.0	0.0	[-1.72678768e-23]
0.27	0.999745447579624	100.0	100.0	0.0	0.0	0.0	0.0	[-1.78453832e-23]
0.28	0.9997360352948469	100.0	100.0	0.0	0.0	0.0	0.0	[-1.8417049e-23]
0.29	0.9997266242037866	100.0	100.0	0.0	0.0	0.0	0.0	[-1.89829316e-23]
0.3	0.9997172143140549	100.0	100.0	0.0	0.0	0.0	0.0	[-1.95430879e-23]
0.31	0.9997078056331749	100.0	100.0	0.0	0.0	0.0	0.0	[-2.00975744e-23]
0.32	0.999698398168579	100.0	100.0	0.0	0.0	0.0	0.0	[-2.06464468e-23]
0.33	0.9996889919276124	100.0	100.0	0.0	0.0	0.0	0.0	[-2.11897604e-23]
0.34	0.9996795869175321	100.0	100.0	0.0	0.0	0.0	0.0	[-2.172757e-23]
0.35	0.9996701831455093	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22599297e-23]
0.36	0.9996607806186294	100.0	100.0	0.0	0.0	0.0	0.0	[-2.27868933e-23]
0.37	0.9996513793438947	100.0	100.0	0.0	0.0	0.0	0.0	[-2.33085138e-23]
0.38	0.9996419793282224	100.0	100.0	0.0	0.0	0.0	0.0	[-2.38248439e-23]
0.39	0.9996325805784483	100.0	100.0	0.0	0.0	0.0	0.0	[-2.43359356e-23]
0.4	0.9996231831013263	100.0	100.0	0.0	0.0	0.0	0.0	[-2.48418406e-23]
0.41	0.9996137869035316	100.0	100.0	0.0	0.0	0.0	0.0	[-2.53426099e-23]
0.42	0.9996043919916584	100.0	100.0	0.0	0.0	0.0	0.0	[-2.58382941e-23]
0.43	0.9995949983722223	100.0	100.0	0.0	0.0	0.0	0.0	[-2.63289433e-23]
0.44	0.9995856060516619	100.0	100.0	0.0	0.0	0.0	0.0	[-2.68146071e-23]
0.45	0.9995762150363391	100.0	100.0	0.0	0.0	0.0	0.0	[-2.72953345e-23]
0.45999999999999996	0.9995668253325398	100.0	100.0	0.0	0.0	0.0	0.0	[-2.77711742e-23]
0.47000000000000003	0.9995574369464753	100.0	100.0	0.0	0.0	0.0	0.0	[-2.82421744e-23]
0.48	0.9995480498842818	100.0	100.0	0.0	0.0	0.0	0.0	[-2.87083826e-23]
0.49000000000000005	0.9995386641520233	100.0	100.0	0.0	0.0	0.0	0.0	[-2.91698461e-23]
0.5	0.9995292797556912	100.0	100.0	0.0	0.0	0.0	0.0	[-2.96266116e-23]
0.5099999999999999	0.9995198967012052	100.0	100.0	0.0	0.0	0.0	0.0	[-3.00787254e-23]
0.52	0.999510514994415	100.0	100.0	0.0	0.0	0.0	0.0	[-3.05262333e-23]
0.5299999999999999	0.9995011346410995	100.0	100.0	0.0	0.0	0.0	0.0	[-3.09691808e-23]
0.54	0.9994917556469685	100.0	100.0	0.0	0.0	0.0	0.0	[-3.14076126e-23]
0.5499999999999999	0.9994823780176647	100.0	100.0	0.0	0.0	0.0	0.0	[-3.18415733e-23]
0.56	0.9994730017587634	100.0	100.0	0.0	0.0	0.0	0.0	[-3.22711069e-23]
0.57	0.9994636268757713	100.0	100.0	0.0	0.0	0.0	0.0	[-3.26962571e-23]
0.58	0.9994542533741313	100.0	100.0	0.0	0.0	0.0	0.0	[-3.3117067e-23]
0.59	0.99944488125922	100.0	100.0	0.0	0.0	0.0	0.0	[-3.35335794e-23]
0.6	0.9994355105363499	100.0	100.0	0.0	0.0	0.0	0.0	[-3.39458366e-23]
0.61	0.9994261412107701	100.0	100.0	0.0	0.0	0.0	0.0	[-3.43538806e-23]
0.62	0.9994167732876664	100.0	100.0	0.0	0.0	0.0	0.0	[-3.47577528e-23]
0.6299999999999999	0.9994074067721626	100.0	100.0	0.0	0.0	0.0	0.0	[-3.51574944e-23]
0.64	0.9993980416693199	100.0	100.0	0.0	0.0	0.0	0.0	[-3.5553146e-23]
0.6499999999999999	0.9993886779841408	100.0	100.0	0.0	0.0	0.0	0.0	[-3.5944748e-23]
0.66	0.9993793157215678	100.0	100.0	0.0	0.0	0.0	0.0	[-3.63323403e-23]
