# time of execution: 2022-05-06 11:20:52
#model:arbspin
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:295.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 0.99793]
### sample paramters ###
# Sample: Cobalt
# S=1.5
# mu_at=1.8[mu_B]
# nx=1	ny=1	nz=1
# dx=3.54e-10	dy=3.54e-10	dz=3.54e-10	[m]
# atoms per unit cell:4
# asf=0.045
# gep, cv_el, cv_ph: DFT-interpolation
# Tc=1423[K]
# T_Deb=342.5[K]
### pulse paramters ###
# peak power:6.5e+21[W/m^3]
# sigma=3.4e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]
13.649999999999999	0.9841705933699001	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854326524	536333157.21996796	0.0
13.66	0.9841719696893552	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432615	536333157.21996796	0.0
13.67	0.9841733151556663	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432578	536333157.21996796	0.0
13.68	0.9841746304603075	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854325406	536333157.21996796	0.0
13.69	0.9841759162792615	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854325034	536333157.21996796	0.0
13.700000000000001	0.9841771732733692	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432466	536333157.21996796	0.0
13.71	0.9841784020886676	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432429	536333157.21996796	0.0
13.72	0.9841796033567217	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854323916	536333157.21996796	0.0
13.729999999999999	0.9841807776949452	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854323544	536333157.21996796	0.0
13.739999999999998	0.9841819257069204	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432317	536333157.21996796	0.0
13.75	0.984183047982709	446.08197631593947	446.08197631591526	554594957.0743197	18261799.8543228	536333157.21996796	0.0
13.76	0.9841841450991518	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854322426	536333157.21996796	0.0
13.77	0.9841852176201652	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854322053	536333157.21996796	0.0
13.78	0.9841862660970312	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432168	536333157.21996796	0.0
13.79	0.9841872910686809	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432131	536333157.21996796	0.0
13.8	0.9841882930619701	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854320936	536333157.21996796	0.0
13.81	0.9841892725919494	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854320563	536333157.21996796	0.0
13.82	0.9841902301621295	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85432019	536333157.21996796	0.0
13.829999999999998	0.984191166264738	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85431982	536333157.21996796	0.0
13.84	0.9841920813809739	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854319446	536333157.21996796	0.0
13.85	0.9841929759812534	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854319073	536333157.21996796	0.0
13.86	0.9841938505254524	446.08197631593947	446.08197631591526	554594957.0743197	18261799.8543187	536333157.21996796	0.0
13.87	0.9841947054631409	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85431833	536333157.21996796	0.0
13.879999999999999	0.9841955412338149	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854317956	536333157.21996796	0.0
13.89	0.9841963582671215	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854317583	536333157.21996796	0.0
13.9	0.98419715698308	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85431721	536333157.21996796	0.0
13.91	0.9841979377922981	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854316838	536333157.21996796	0.0
13.92	0.9841987010961812	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854316466	536333157.21996796	0.0
13.93	0.9841994472871393	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854316093	536333157.21996796	0.0
13.94	0.9842001767487873	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85431572	536333157.21996796	0.0
13.95	0.9842008898561444	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854315348	536333157.21996796	0.0
13.959999999999999	0.9842015869758248	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854314975	536333157.21996796	0.0
13.969999999999999	0.9842022684662257	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854314603	536333157.21996796	0.0
13.98	0.9842029346777137	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85431423	536333157.21996796	0.0
13.99	0.9842035859528019	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854313858	536333157.21996796	0.0
14.0	0.9842042226263271	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854313485	536333157.21996796	0.0
14.01	0.9842048450256223	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854313113	536333157.21996796	0.0
14.02	0.984205453470683	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85431274	536333157.21996796	0.0
14.03	0.9842060482743337	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854312368	536333157.21996796	0.0
14.04	0.9842066297423872	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854311995	536333157.21996796	0.0
14.049999999999999	0.9842071981738021	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854311623	536333157.21996796	0.0
14.059999999999999	0.984207753860836	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85431125	536333157.21996796	0.0
14.07	0.9842082970891975	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854310878	536333157.21996796	0.0
14.08	0.984208828138189	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854310505	536333157.21996796	0.0
14.09	0.9842093472808532	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854310133	536333157.21996796	0.0
14.1	0.9842098547841149	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85430976	536333157.21996796	0.0
14.11	0.9842103509089146	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854309388	536333157.21996796	0.0
14.120000000000001	0.9842108359103421	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854309015	536333157.21996796	0.0
14.129999999999999	0.9842113100377713	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854308642	536333157.21996796	0.0
14.139999999999999	0.9842117735349858	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85430827	536333157.21996796	0.0
14.149999999999999	0.9842122266403057	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854307897	536333157.21996796	0.0
14.16	0.984212669586708	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854307525	536333157.21996796	0.0
14.17	0.9842131026019472	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854307152	536333157.21996796	0.0
14.18	0.9842135259086742	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85430678	536333157.21996796	0.0
14.19	0.9842139397245473	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854306407	536333157.21996796	0.0
14.2	0.9842143442623448	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854306035	536333157.21996796	0.0
14.21	0.9842147397300787	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854305662	536333157.21996796	0.0
14.22	0.984215126331095	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85430529	536333157.21996796	0.0
14.229999999999999	0.9842155042641836	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854304917	536333157.21996796	0.0
14.239999999999998	0.9842158737236762	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854304545	536333157.21996796	0.0
14.25	0.9842162348995496	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854304172	536333157.21996796	0.0
14.26	0.9842165879775215	446.08197631593947	446.08197631591526	554594957.0743197	18261799.8543038	536333157.21996796	0.0
14.27	0.9842169331391455	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854303427	536333157.21996796	0.0
14.28	0.9842172705619063	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854303055	536333157.21996796	0.0
14.29	0.9842176004193108	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854302682	536333157.21996796	0.0
14.3	0.9842179228809742	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85430231	536333157.21996796	0.0
14.31	0.9842182381127105	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854301937	536333157.21996796	0.0
14.32	0.9842185462766154	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854301564	536333157.21996796	0.0
14.329999999999998	0.9842188475311524	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854301192	536333157.21996796	0.0
14.34	0.9842191420312312	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85430082	536333157.21996796	0.0
14.35	0.9842194299282898	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854300447	536333157.21996796	0.0
14.36	0.9842197113703708	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854300074	536333157.21996796	0.0
14.37	0.9842199865021973	446.08197631593947	446.08197631591526	554594957.0743197	18261799.8542997	536333157.21996796	0.0
14.379999999999999	0.9842202554652486	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85429933	536333157.21996796	0.0
14.39	0.9842205183978318	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854298957	536333157.21996796	0.0
14.4	0.9842207754351544	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854298584	536333157.21996796	0.0
14.41	0.9842210267093924	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85429821	536333157.21996796	0.0
14.42	0.9842212723497566	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85429784	536333157.21996796	0.0
14.43	0.9842215124825634	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854297467	536333157.21996796	0.0
14.44	0.9842217472312967	446.08197631593947	446.08197631591526	554594957.0743197	18261799.854297094	536333157.21996796	0.0
14.45	0.9842219767166718	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85429672	536333157.21996796	0.0
14.459999999999999	0.9842222010566963	446.08197631593947	446.08197631591526	554594957.0743197	18261799.85429635	536333157.21996796	0.0
