# time of execution: 2022-05-11 12:25:14
#model:m3tm
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:295.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 0.96925]
### sample paramters ###
# Sample: Nickel
# S=0.5
# mu_at=0.616[mu_B]
# nx=1	ny=1	nz=1
# dx=3.524e-10	dy=3.524e-10	dz=3.524e-10	[m]
# atoms per unit cell:4
# asf=0.063
# gep=4.05e+18[W/m^3/K]
# factor cv_el=4000[J/m^3/K^2]
# cv_ph=2330000.0[J/m^3/K]
# R = 17200000000000.0[1/s]
# Tc=633[K]
# T_Deb=360[K]
### pulse paramters ###
# peak power:1.45e+22[W/m^3]
# sigma=1.8e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]
10.85	0.779756455945918	473.33158010773224	458.32232831876314	654923209.1958941	274382184.2131709	380541024.9827207	0.0
10.86	0.7810425306594759	473.0164999312019	458.5782738234786	654923213.167395	273785835.1586857	381137378.0087074	0.0
10.870000000000001	0.7822943008782469	472.7132108376196	458.82448019833447	654923216.8472123	273212177.9850885	381711038.8621221	0.0
10.88	0.7835120048502885	472.4212826162741	459.06131477681583	654923220.2565107	272660356.82652515	382262863.4299838	0.0
10.889999999999999	0.7846959386784209	472.1402999497417	459.2891312761997	654923223.4149455	272129547.5413955	382793675.8735485	0.0
10.899999999999999	0.7858464508696914	471.8698619565619	459.50827028494103	654923226.3407711	271618956.57685375	383304269.76391613	0.0
10.91	0.7869639371577197	471.6095817436864	459.71905973386015	654923229.0509343	271127819.8710351	383795409.17989767	0.0
10.92	0.788048835596607	471.3590859688246	459.9218153515828	654923231.5611666	270655401.7919738	384267829.76919156	0.0
10.93	0.7891016219237731	471.1180144127795	460.11684110467445	654923233.8860716	270200994.1121747	384722239.77389556	0.0
10.94	0.7901228051879087	470.88601956182873	460.3044296229054	654923236.0392007	269763915.01782537	385159321.0213735	0.0
10.95	0.7911129236371802	470.66276620018664	460.48486261007594	654923238.0331281	269343508.15164614	385579729.88148063	0.0
