# time of execution: 2020-10-13 11:43:20
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:295.0[K]
# initial magnetization [x,y,z]:[0, 0, 0.96944]
### sample paramters ###
# S=0.5
# mu_at=0.616[mu_B]
# nx=1	ny=1	nz=1
# dx=3.524e-10	dy=3.524e-10	dz=3.524e-10	[m]
# asf=0.024
# gep, cv_el, cv_ph: DFT-interpolation
# Tc=633[K]
# T_Deb=450[K]
### pulse paramters ###
# peak power:1.4e+22[W/m^3]
# sigma=2.4e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]
16.240000000000002	0.755017787864775	495.55810769204714	495.10585948580996
16.25	0.7550439744071872	495.5561576755285	495.10801821082555
16.26	0.755069921690928	495.5542249155381	495.11015732013755
16.27	0.755095631887867	495.5523092656106	495.1122769898411
16.28	0.7551211071504165	495.5504105804078	495.114377394488
16.29	0.755146349611701	495.5485287157124	495.1164587071018
16.3	0.75517136138573	495.5466635284205	495.11852109919073
16.31	0.7551961445675578	495.5448148765371	495.1205647407586
16.319999999999997	0.7552207012334547	495.5429826191671	495.1225898003185
16.330000000000002	0.7552450334410694	495.5411666165112	495.1245964449048
16.34	0.7552691432295908	495.5393667298583	495.1265848400857
16.35	0.7552930326199083	495.53758282157884	495.128555149975
16.36	0.7553167036147744	495.53581475511817	495.1305075372448
16.37	0.7553401581989628	495.5340623949915	495.1324421631379
16.38	0.7553633983394257	495.5323256067753	495.1343591874778
16.39	0.7553864259854458	495.5306042571025	495.1362587686828
16.4	0.7554092430688001	495.52889821365545	495.1381410637768
16.409999999999997	0.7554318515039024	495.52720734515873	495.14000622840115
16.419999999999998	0.7554542531879658	495.52553152137347	495.14185441682565
16.43	0.7554764500011459	495.5238706130914	495.1436857819619
16.44	0.7554984438066955	495.52222449212667	495.14550047537244
16.45	0.7555202364511094	495.520593031311	495.147298647283
16.46	0.7555418297642758	495.51897610448674	495.149080446594
16.47	0.7555632255596165	495.5173735864995	495.150846020892
16.48	0.7555844256342383	495.51578535319334	495.1525955164601
16.49	0.7556054317690705	495.51421128140316	495.15432907828955
16.5	0.75562624572901	495.5126512489489	495.1560468500898
16.509999999999998	0.7556468692630656	495.5111051346282	495.1577489743001
16.52	0.7556673041044919	495.5095728182108	495.1594355921004
16.53	0.7556875519709321	495.50805418043285	495.16110684342175
16.54	0.7557076145645547	495.5065491029887	495.1627628669558
16.55	0.7557274935721894	495.5050574685261	495.16440380016735
16.56	0.7557471906654624	495.5035791606389	495.16602977930364
16.57	0.7557667075009326	495.5021140638617	495.1676409394049
16.58	0.7557860457202205	495.50066206366245	495.1692374143139
16.59	0.7558052069501445	495.4992230464365	495.17081933668726
16.599999999999998	0.7558241928028507	495.4977968995013	495.17238683800514
16.61	0.7558430048759388	495.49638351108905	495.1739400485813
