# time of execution: 2020-10-22 11:17:29
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:295.0[K]
# initial magnetization [x,y,z]:[0, 0, 1.0]
### sample paramters ###
# S=0.5
# mu_at=0.616[mu_B]
# nx=1	ny=1	nz=1
# dx=3.524e-10	dy=3.524e-10	dz=3.524e-10	[m]
# asf=0.033
# gep, cv_el, cv_ph: DFT-interpolation
# Tc=633[K]
# T_Deb=450[K]
### pulse paramters ###
# peak power:6e+21[W/m^3]
# sigma=2.4e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]
14.059999999999999	0.9060077857788886	380.1496889592197	379.2726881076194
14.07	0.90602617595276	380.14315213238194	379.2767424993145
14.08	0.906044343433062	380.1366935246239	379.28074790961745
14.09	0.9060622909088734	380.13031221394704	379.28470492722636
14.1	0.9060800210369884	380.1240072888835	379.2886141338371
14.11	0.9060975364422926	380.1177778483835	379.2924761042251
14.120000000000001	0.9061148397181477	380.1116230017061	379.2962914063261
14.129999999999999	0.9061319334267612	380.1055418683071	379.30006060131507
14.139999999999999	0.9061488200995612	380.0995335777304	379.30378424368604
14.149999999999999	0.9061655022375577	380.09359726950083	379.3074628813296
14.16	0.9061819823117079	380.0877320930161	379.3110970556098
14.17	0.9061982627632713	380.0819372074404	379.3146873014407
14.18	0.906214346004162	380.07621178160036	379.3182341473613
14.19	0.9062302344173028	380.0705549938798	379.32173811561034
14.2	0.906245930356965	380.06496603211633	379.3251997222004
14.21	0.9062614361491103	380.0594440934994	379.3286194769896
14.22	0.9062767540917293	380.05398838446916	379.3319978837552
14.229999999999999	0.9062918864551743	380.04859812061477	379.3353354402631
14.239999999999998	0.906306835482488	380.0432725265773	379.3386326383398
14.25	0.9063216033897296	380.0380108359481	379.34188996394107
14.26	0.9063361923662951	380.0328122911737	379.3451078972207
14.27	0.9063506045752358	380.02767614345686	379.3482869125996
14.28	0.9063648421535725	380.0226016526634	379.35142747883214
14.29	0.9063789072126077	380.0175880872244	379.3545300590726
14.3	0.9063928018382281	380.0126347240452	379.35759511094193
14.31	0.9064065280912097	380.0077408484092	379.3606230865919
14.32	0.9064200880075213	380.00290575388806	379.3636144327694
14.329999999999998	0.906433483598614	379.998128742249	379.3665695908803
14.34	0.90644671685172	379.993409123366	379.369488997053
14.35	0.9064597897301361	379.9887462151276	379.3723730821988
14.36	0.9064727041735139	379.9841393433517	379.37522227207506
14.37	0.9064854620981415	379.97958784169504	379.37803698734473
14.379999999999999	0.9064980653972203	379.9750910515671	379.3808176436372
14.39	0.9065105159411436	379.97064832204387	379.3835646516072
14.4	0.9065228155777671	379.9662590097838	379.3862784169931
14.41	0.9065349661326808	379.9619224789421	379.38895934067557
14.42	0.9065469694094721	379.95763810108775	379.39160781873613
14.43	0.9065588271899925	379.9534052551204	379.3942242425103
14.44	0.9065705412346138	379.94922332718954	379.39680899864635
14.45	0.9065821132824883	379.9450917106119	379.3993624691604
14.459999999999999	0.9065935450518009	379.94100980579344	379.4018850314907
14.469999999999999	0.9066048382400202	379.9369770201477	379.4043770585514
14.48	0.9066159945241468	379.93299276801855	379.4068389187872
14.49	0.9066270155609596	379.9290564706016	379.40927097622534
14.5	0.9066379029872568	379.92516755586814	379.41167359052776
14.51	0.9066486584200919	379.9213254584883	379.4140471170429
14.52	0.9066592834570188	379.9175296197555	379.4163919068576
14.530000000000001	0.9066697796763158	379.9137794875124	379.41870830684695
14.54	0.9066801486372226	379.91007451607607	379.4209966597238
14.549999999999999	0.9066903918801656	379.90641416616586	379.42325730408845
14.559999999999999	0.906700510926987	379.9027979048308	379.42549057447764
14.57	0.9067105072811609	379.8992252053772	379.4276968014123
14.58	0.9067203824280226	379.89569554729877	379.42987631144547
14.589999999999998	0.9067301378349779	379.8922084162062	379.4320294272095
14.6	0.9067397749517229	379.8887633037572	379.4341564674623
14.609999999999998	0.9067492952104549	379.8853597075887	379.4362577471333
14.620000000000001	0.9067587000260816	379.8819971312483	379.43833357736963
14.629999999999999	0.9067679907964319	379.87867508412756	379.4403842655799
14.64	0.9067771689024546	379.87539308139446	379.442410115479
14.649999999999999	0.906786235708429	379.872150643929	379.4444114271332
14.66	0.9067951925621583	379.8689472982566	379.4463884970018
14.67	0.9068040407951707	379.8657825764847	379.44834161798104
14.680000000000001	0.9068127817229142	379.8626560162386	379.4502710794463
14.69	0.9068214166449492	379.8595671605985	379.45217716729377
