# +--------------------------------------------------------------+
# program 'Thermostat.exe' version 1.10
# running on 'DESKTOP-LEGGHEN'
# pid 20444
# executed 2020-06-19 17:44:50
# compiled 2020-05-12 09:22:46
# cuda runtime version 10020
# +--------------------------------------------------------------+
# 'GeForce RTX 2080 Ti' with CC7.5
# SMX number    68
# global memory 11264 MiB
# shared memory 48 KiB/block
# const. memory 64 KiB
# registers     64 KiB/block
#               64 KiB/SMX
# thread limit  1024/block
#               1024/SMX
# block limit   [1024, 1024, 64] threads
# warp size     32 threads
# memory bus    352 bit
# memory clock  7000 MHz
# ECC mode      off
# +--------------------------------------------------------------+
# grid structure 'sc'
# grid dimension(halo)
#   d.x = 160(1)
#   d.y = 160(1)
#   d.z = 160(1)
# grid length
#   l.x = 160
#   l.y = 160
#   l.z = 160
# there are 4096000 spins on the grid
# sublattice occupation by index
#   sublattice 0 'empty' with 0 sites
#   sublattice 1 'Ni' with 4096000 sites
# sublattice occupation by name
#   sublattice 'empty' with 0 sites
#   sublattice 'Ni' with 4096000 sites
# time[0] = -6.5 ps
# number of loops (eq)  = 1300
# number of loops (sim) = 4000
# steps per loop = 100
# +--------------------------------------------------------------+
# grid geometry 'cube'
# grid boundary type 'cube'
# there are 153600 occupied periodic boundary sites
#   x-boundary 'periodic'
#   y-boundary 'periodic'
#   z-boundary 'periodic'
# +--------------------------------------------------------------+
# exchange mode 'isotropic'
# total number of exchange shells 1
# total number of neighbors 6
# llg parameters sublattice[1] 'Ni'
#   mu[1] = 0.616 muBohr
#   gamma[1] = 1 gamma0
#   alpha[1].e = 0.01
#   alpha[1].p = 0
#   d2[1].x = 0 meV
#   d2[1].y = 0 meV
#   d2[1].z = 0.0312075 meV
#  Spin Current:
#  Static Current Read: 0.000000e+00 0.000000e+00 0.000000e+00
#  Dynamic Current Read: 0.000000e+00 0.000000e+00 0.000000e+00
#  Spin Current Delay 0.000000e+00 
#  Spin Current Tau 0.000000e+00 
# +--------------------------------------------------------------+
# temperature model 'simple pulse'
# laser parameters
#   delay = 1.5 ps
#   width = 0.033973 ps
#   power = 1e+22 W/m^3
# sample parameters
#   el. spec. heat 1000 J/m^3/K^2
#   ph. spec. heat 3.786e+06 J/m^3
#   el.-ph. coupling 6.5e+17 W/m^3/K
#   Debye temperature 38.8 meV
# +--------------------------------------------------------------+
 #       t[ps] |   kT.e [meV] |   kT.p [meV] |                                     s.[Ni] |                            m.[Ni] [muBohr] |                                      B [T] |     U[J/m^3] |    dU[J/m^3] |   T.[Ni] [K] | |
-6.500000e+00   2.543000e+01   2.543000e+01   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   6.160000e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   7.442606e+08  
-6.495000e+00   2.543000e+01   2.543000e+01  -7.481844e-05  -1.517583e-05   9.956865e-01  -4.608816e-05  -9.348309e-06   6.133429e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   1.183660e+02  
-6.490000e+00   2.543000e+01   2.543000e+01  -7.261515e-05   3.611475e-05   9.918235e-01  -4.473093e-05   2.224669e-05   6.109633e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   1.546814e+02  
-6.485000e+00   2.543000e+01   2.543000e+01  -1.567878e-05   3.292827e-05   9.883536e-01  -9.658127e-06   2.028381e-05   6.088258e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   1.787624e+02  
-6.480000e+00   2.543000e+01   2.543000e+01  -7.147044e-07   4.264135e-05   9.852284e-01  -4.402579e-07   2.626707e-05   6.069007e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   1.966729e+02  
-6.475000e+00   2.543000e+01   2.543000e+01  -5.224973e-05   3.170911e-05   9.824077e-01  -3.218583e-05   1.953281e-05   6.051632e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.106287e+02  
-6.470000e+00   2.543000e+01   2.543000e+01  -8.319276e-05   3.419892e-05   9.798534e-01  -5.124674e-05   2.106653e-05   6.035897e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.218855e+02  
-6.465000e+00   2.543000e+01   2.543000e+01  -8.037455e-05   3.866633e-05   9.775294e-01  -4.951072e-05   2.381846e-05   6.021581e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.311429e+02  
-6.460000e+00   2.543000e+01   2.543000e+01  -9.619156e-05   7.770604e-05   9.754062e-01  -5.925400e-05   4.786692e-05   6.008502e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.389144e+02  
-6.455000e+00   2.543000e+01   2.543000e+01  -1.452531e-04   3.332569e-05   9.734660e-01  -8.947588e-05   2.052863e-05   5.996551e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.455229e+02  
-6.450000e+00   2.543000e+01   2.543000e+01  -1.683708e-04   2.320183e-05   9.716976e-01  -1.037164e-04   1.429233e-05   5.985657e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.511120e+02  
-6.445000e+00   2.543000e+01   2.543000e+01  -2.018001e-04  -6.057772e-05   9.700584e-01  -1.243089e-04  -3.731588e-05   5.975560e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.559978e+02  
-6.440000e+00   2.543000e+01   2.543000e+01  -2.234210e-04  -3.226639e-05   9.685555e-01  -1.376273e-04  -1.987609e-05   5.966302e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.601898e+02  
-6.435000e+00   2.543000e+01   2.543000e+01  -2.488983e-04   2.003445e-05   9.671844e-01  -1.533214e-04   1.234122e-05   5.957856e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.637932e+02  
-6.430000e+00   2.543000e+01   2.543000e+01  -2.933018e-04   4.889115e-05   9.658993e-01  -1.806739e-04   3.011695e-05   5.949939e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.669642e+02  
-6.425000e+00   2.543000e+01   2.543000e+01  -2.969577e-04   1.362617e-05   9.647260e-01  -1.829260e-04   8.393718e-06   5.942712e-01   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.697252e+02  
