# time of execution: 2022-06-24 13:05:02
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:6
# asf=0.12
# gep=2.5e+17[W/m^3/K]
# factor cv_el=225[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 3.894967677943116e-07[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:1e+21[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J/m^3]
0.0	1.0	100.0	100.0	0	0	0	0	[0]
0.01	0.9719634162114296	100.0	100.0	0.0	0.0	0.0	0.0	[-2.24135788e-21]
0.02	0.9708503813671132	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32809376e-21]
0.03	0.9708102320966827	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32897658e-21]
0.04	0.9707988459878175	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32755918e-21]
0.05	0.9707882748083742	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32607806e-21]
0.06	0.970777732174505	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32459613e-21]
0.07	0.9707671942769712	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32311531e-21]
0.08	0.9707566603059407	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32163565e-21]
0.09	0.9707461302278229	100.0	100.0	0.0	0.0	0.0	0.0	[-2.32015716e-21]
0.1	0.9707356040407024	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31867984e-21]
0.11	0.970725081744329	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31720368e-21]
0.12	0.9707145633385597	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31572868e-21]
0.13	0.9707040488232567	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31425485e-21]
0.14	0.9706935381982792	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31278219e-21]
0.15	0.9706830314634879	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31131068e-21]
0.16	0.970672528618736	100.0	100.0	0.0	0.0	0.0	0.0	[-2.30984033e-21]
0.17	0.970662029663875	100.0	100.0	0.0	0.0	0.0	0.0	[-2.30837114e-21]
0.18	0.9706515345987556	100.0	100.0	0.0	0.0	0.0	0.0	[-2.30690311e-21]
0.19	0.9706410434232234	100.0	100.0	0.0	0.0	0.0	0.0	[-2.30543623e-21]
0.2	0.9706305561371231	100.0	100.0	0.0	0.0	0.0	0.0	[-2.30397051e-21]
0.21	0.9706200727402959	100.0	100.0	0.0	0.0	0.0	0.0	[-2.30250595e-21]
0.22	0.97060959323258	100.0	100.0	0.0	0.0	0.0	0.0	[-2.30104253e-21]
0.22999999999999998	0.970599117613811	100.0	100.0	0.0	0.0	0.0	0.0	[-2.29958027e-21]
0.24	0.9705886458838223	100.0	100.0	0.0	0.0	0.0	0.0	[-2.29811916e-21]
0.25	0.9705781780424445	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2966592e-21]
0.26	0.9705677140895047	100.0	100.0	0.0	0.0	0.0	0.0	[-2.29520039e-21]
0.27	0.9705572540248285	100.0	100.0	0.0	0.0	0.0	0.0	[-2.29374272e-21]
0.28	0.9705467978482387	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2922862e-21]
0.29	0.9705363455595535	100.0	100.0	0.0	0.0	0.0	0.0	[-2.29083082e-21]
0.3	0.9705258971585907	100.0	100.0	0.0	0.0	0.0	0.0	[-2.28937659e-21]
0.31	0.9705154526451639	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2879235e-21]
0.32	0.9705050120190859	100.0	100.0	0.0	0.0	0.0	0.0	[-2.28647156e-21]
0.33	0.9704945752801651	100.0	100.0	0.0	0.0	0.0	0.0	[-2.28502075e-21]
0.34	0.970484142428209	100.0	100.0	0.0	0.0	0.0	0.0	[-2.28357108e-21]
0.35	0.9704737134630195	100.0	100.0	0.0	0.0	0.0	0.0	[-2.28212255e-21]
0.36	0.9704632883843988	100.0	100.0	0.0	0.0	0.0	0.0	[-2.28067516e-21]
0.37	0.9704528671921451	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2792289e-21]
0.38	0.9704424498860538	100.0	100.0	0.0	0.0	0.0	0.0	[-2.27778378e-21]
0.39	0.970432036465919	100.0	100.0	0.0	0.0	0.0	0.0	[-2.27633979e-21]
0.4	0.9704216269315306	100.0	100.0	0.0	0.0	0.0	0.0	[-2.27489694e-21]
0.41	0.9704112212826765	100.0	100.0	0.0	0.0	0.0	0.0	[-2.27345521e-21]
0.42	0.9704008195191426	100.0	100.0	0.0	0.0	0.0	0.0	[-2.27201462e-21]
0.43	0.9703904216407113	100.0	100.0	0.0	0.0	0.0	0.0	[-2.27057516e-21]
0.44	0.9703800276471629	100.0	100.0	0.0	0.0	0.0	0.0	[-2.26913682e-21]
0.45	0.9703696375382751	100.0	100.0	0.0	0.0	0.0	0.0	[-2.26769961e-21]
0.45999999999999996	0.9703592513138221	100.0	100.0	0.0	0.0	0.0	0.0	[-2.26626353e-21]
0.47000000000000003	0.9703488689735775	100.0	100.0	0.0	0.0	0.0	0.0	[-2.26482857e-21]
0.48	0.9703384905173109	100.0	100.0	0.0	0.0	0.0	0.0	[-2.26339473e-21]
0.49000000000000005	0.9703281159447902	100.0	100.0	0.0	0.0	0.0	0.0	[-2.26196202e-21]
0.5	0.9703177452557786	100.0	100.0	0.0	0.0	0.0	0.0	[-2.26053043e-21]
0.5099999999999999	0.9703073784500396	100.0	100.0	0.0	0.0	0.0	0.0	[-2.25909996e-21]
0.52	0.9702970155273317	100.0	100.0	0.0	0.0	0.0	0.0	[-2.25767061e-21]
0.5299999999999999	0.9702866564874132	100.0	100.0	0.0	0.0	0.0	0.0	[-2.25624237e-21]
0.54	0.9702763013300387	100.0	100.0	0.0	0.0	0.0	0.0	[-2.25481526e-21]
0.5499999999999999	0.9702659500549593	100.0	100.0	0.0	0.0	0.0	0.0	[-2.25338926e-21]
0.56	0.9702556026619251	100.0	100.0	0.0	0.0	0.0	0.0	[-2.25196437e-21]
0.57	0.970245259150683	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2505406e-21]
0.58	0.9702349195209777	100.0	100.0	0.0	0.0	0.0	0.0	[-2.24911794e-21]
0.59	0.9702245837725509	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2476964e-21]
0.6	0.9702142519051423	100.0	100.0	0.0	0.0	0.0	0.0	[-2.24627596e-21]
0.61	0.9702039239184885	100.0	100.0	0.0	0.0	0.0	0.0	[-2.24485663e-21]
0.62	0.9701935998123248	100.0	100.0	0.0	0.0	0.0	0.0	[-2.24343841e-21]
0.6299999999999999	0.9701832795863824	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2420213e-21]
0.64	0.970172963240391	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2406053e-21]
0.6499999999999999	0.9701626507740779	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2391904e-21]
0.66	0.9701523421871675	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2377766e-21]
0.6699999999999999	0.9701420374793821	100.0	100.0	0.0	0.0	0.0	0.0	[-2.23636391e-21]
0.68	0.9701317366504414	100.0	100.0	0.0	0.0	0.0	0.0	[-2.23495231e-21]
0.69	0.9701214397000621	100.0	100.0	0.0	0.0	0.0	0.0	[-2.23354182e-21]
0.7	0.9701111466279592	100.0	100.0	0.0	0.0	0.0	0.0	[-2.23213243e-21]
0.71	0.9701008574338453	100.0	100.0	0.0	0.0	0.0	0.0	[-2.23072414e-21]
0.72	0.9700905721174302	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22931694e-21]
0.73	0.9700802906784208	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22791085e-21]
0.74	0.9700700131165232	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22650584e-21]
0.7499999999999999	0.9700597394314392	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22510193e-21]
0.76	0.970049469622869	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22369912e-21]
0.7699999999999999	0.9700392036905107	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22229739e-21]
0.78	0.97002894163406	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22089676e-21]
0.7899999999999999	0.9700186834532086	100.0	100.0	0.0	0.0	0.0	0.0	[-2.21949722e-21]
0.8	0.9700084291476484	100.0	100.0	0.0	0.0	0.0	0.0	[-2.21809877e-21]
0.8099999999999999	0.9699981787170667	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2167014e-21]
0.82	0.9699879321611496	100.0	100.0	0.0	0.0	0.0	0.0	[-2.21530512e-21]
0.83	0.9699776894795809	100.0	100.0	0.0	0.0	0.0	0.0	[-2.21390993e-21]
0.84	0.9699674506720407	100.0	100.0	0.0	0.0	0.0	0.0	[-2.21251582e-21]
0.85	0.9699572157382091	100.0	100.0	0.0	0.0	0.0	0.0	[-2.2111228e-21]
0.86	0.9699469846777615	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20973085e-21]
0.87	0.9699367574903717	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20833999e-21]
0.88	0.9699265341757118	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20695021e-21]
0.8899999999999999	0.9699163147334504	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20556151e-21]
0.9	0.9699060991632545	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20417389e-21]
0.9099999999999999	0.9698958874647892	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20278735e-21]
0.9199999999999999	0.969885679637717	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20140188e-21]
0.93	0.9698754756816967	100.0	100.0	0.0	0.0	0.0	0.0	[-2.20001749e-21]
0.9400000000000001	0.9698652755963868	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19863417e-21]
0.95	0.9698550793814426	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19725192e-21]
0.96	0.9698448870365166	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19587075e-21]
0.9699999999999999	0.9698346985612598	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19449065e-21]
0.9800000000000001	0.9698245139553199	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19311161e-21]
0.99	0.9698143332183434	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19173365e-21]
1.0	0.9698041563499743	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19035675e-21]
1.01	0.9697939833498541	100.0	100.0	0.0	0.0	0.0	0.0	[-2.18898093e-21]
1.0199999999999998	0.9697838142176218	100.0	100.0	0.0	0.0	0.0	0.0	[-2.18760616e-21]
1.03	0.9697736489529142	100.0	100.0	0.0	0.0	0.0	0.0	[-2.18623246e-21]
1.04	0.969763487555366	100.0	100.0	0.0	0.0	0.0	0.0	[-2.18485983e-21]
1.05	0.9697533300246094	100.0	100.0	0.0	0.0	0.0	0.0	[-2.18348826e-21]
1.0599999999999998	0.9697431763602751	100.0	100.0	0.0	0.0	0.0	0.0	[-2.18211775e-21]
1.0699999999999998	0.96973302656199	100.0	100.0	0.0	0.0	0.0	0.0	[-2.1807483e-21]
1.08	0.9697228806293812	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17937991e-21]
1.09	0.9697127385620714	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17801258e-21]
1.0999999999999999	0.9697026003596819	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17664631e-21]
1.1099999999999999	0.9696924660218309	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17528109e-21]
1.12	0.9696823355481357	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17391693e-21]
1.1300000000000001	0.969672208938211	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17255382e-21]
1.14	0.9696620861916684	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17119177e-21]
1.15	0.969651967308118	100.0	100.0	0.0	0.0	0.0	0.0	[-2.16983077e-21]
