# time of execution: 2021-06-25 16:54:55
#model:arbspin
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:295.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 0.9863]
### sample paramters ###
# Sample: Iron
# S=2
# mu_at=2.2[mu_B]
# nx=1	ny=1	nz=1
# dx=2.856e-10	dy=2.856e-10	dz=2.856e-10	[m]
# atoms per unit cell:2
# asf=0.035
# gep, cv_el, cv_ph: DFT-interpolation
# Tc=1041[K]
# T_Deb=396[K]
### pulse paramters ###
# peak power:4.8e+22[W/m^3]
# sigma=2.2e-14[s]
# delay=2.5e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]
35.05	0.9784738663753474	319.1351276839593	319.036371883665	100078948.91115026	2519605.64664422	77120074.58662316	-20439268.677883092
35.06	0.9784743278019714	319.1350485014016	319.0367194610141	100078948.91115175	2519597.1341373944	77121197.32022944	-20438154.45678566
35.07	0.9784747872345451	319.1349696646627	319.0370655362899	100078948.91115324	2519588.6588097652	77122315.20208476	-20437045.05025995
35.08	0.9784752446817047	319.1348911722278	319.0374101159976	100078948.91115473	2519580.2204984473	77123428.25319766	-20435940.437460367
35.089999999999996	0.9784757001520474	319.1348130225884	319.0377532066138	100078948.91115622	2519571.8190412736	77124536.49448538	-20434840.597631764
35.1	0.9784761536541341	319.13473521424345	319.0380948145865	100078948.91115771	2519563.4542767876	77125639.9467745	-20433745.5101091
35.11	0.9784766051964892	319.1346577456973	319.03843494633594	100078948.9111592	2519555.1260442412	77126738.63080111	-20432655.154316954
35.12	0.978477054787598	319.13458061546197	319.038773608255	100078948.9111607	2519546.8341835956	77127832.56721143	-20431569.50976922
35.13	0.9784775024359105	319.134503822055	319.039110806708	100078948.91116218	2519538.5785355186	77128921.77656192	-20430488.556068696
35.14	0.9784779481498407	319.1344273640012	319.0394465480318	100078948.91116367	2519530.358941369	77130006.27931993	-20429412.27290668
35.15	0.9784783919377636	319.1343512398322	319.0397808385363	100078948.91116516	2519522.1752432087	77131086.09586406	-20428340.64006259
35.16	0.9784788338080206	319.13427544808485	319.0401136845032	100078948.91116665	2519514.027283784	77132161.24648437	-20427273.637403555
35.17	0.9784792737689142	319.13419998730365	319.0404450921877	100078948.91116814	2519505.914906539	77133231.75138284	-20426211.244884126
35.18	0.978479711828713	319.1341248560384	319.040775067818	100078948.91116963	2519497.8379556024	77134297.63067393	-20425153.442545786
35.19	0.9784801479956491	319.1340500528462	319.0411036175943	100078948.91117112	2519489.7962757926	77135358.90438473	-20424100.21051664
35.199999999999996	0.9784805822779187	319.1339755762898	319.0414307476902	100078948.91117261	2519481.789712605	77136415.59245531	-20423051.529010992
35.21	0.978481014683682	319.1339014249386	319.0417564642534	100078948.9111741	2519473.818112218	77137467.71473941	-20422007.378329024
35.22	0.9784814452210645	319.1338275973684	319.0420807734036	100078948.9111756	2519465.8813214805	77138515.29100463	-20420967.73885639
35.23	0.9784818738981562	319.13375409216104	319.04240368123493	100078948.91117708	2519457.979187916	77139558.34093252	-20419932.591063827
35.24	0.9784823007230117	319.13368090790436	319.0427251938145	100078948.91117857	2519450.111559717	77140596.88411953	-20418901.915506806
35.25	0.9784827257036508	319.13360804319296	319.04304531718344	100078948.91118006	2519442.278285747	77141630.94007687	-20417875.692825183
35.26	0.9784831488480589	319.1335354966276	319.0433640573563	100078948.91118155	2519434.4792155167	77142660.52823114	-20416853.903742827
35.269999999999996	0.9784835701641861	319.13346326681426	319.04368142032206	100078948.91118304	2519426.71419922	77143685.66792472	-20415836.529067207
35.28	0.9784839896599481	319.13339135236595	319.0439974120435	100078948.91118453	2519418.9830876966	77144706.37841606	-20414823.549689054
35.29	0.9784844073432267	319.13331975190164	319.0443120384572	100078948.91118602	2519411.285732445	77145722.67887999	-20413814.94658204
35.3	0.9784848232218702	319.13324846404606	319.04462530547414	100078948.91118751	2519403.621985613	77146734.58840811	-20412810.700802386
35.31	0.9784852373036906	319.1331774874302	319.0449372189798	100078948.911189	2519395.9917000034	77147742.12600939	-20411810.793488447
35.32	0.9784856495964673	319.1331068206912	319.0452477848342	100078948.9111905	2519388.394729059	77148745.31060994	-20410815.205860436
35.330000000000005	0.978486060107947	319.1330364624717	319.0455570088717	100078948.91119199	2519380.8309268686	77149744.16105403	-20409823.91922007
35.339999999999996	0.9784864688458409	319.1329664114206	319.0458648969013	100078948.91119348	2519373.3001481663	77150738.69610415	-20408836.914950162
35.35	0.9784868758178276	319.1328966661931	319.0461714547072	100078948.91119497	2519365.802248314	77151728.93444146	-20407854.17451428
35.36	0.9784872810315527	319.13282722544966	319.0464766880479	100078948.91119646	2519358.337083322	77152714.89466581	-20406875.67945643
35.37	0.9784876844946271	319.1327580878569	319.0467806026573	100078948.91119795	2519350.904509818	77153696.59529665	-20405901.411400672
35.379999999999995	0.978488086214631	319.13268925208763	319.04708320424436	100078948.91119944	2519343.5043850695	77154674.05477276	-20404931.3520508
35.39	0.978488486199109	319.1326207168194	319.047384498493	100078948.91120093	2519336.1365669686	77155647.29145318	-20403965.483189933
35.4	0.9784888844555755	319.13255248073693	319.04768449106325	100078948.91120242	2519328.800914029	77156616.32361722	-20403003.786680244
35.41	0.9784892809915117	319.13248454252994	319.0479831875897	100078948.9112039	2519321.497285388	77157581.16946495	-20402046.244462624
35.42	0.9784896758143652	319.13241690089393	319.04828059368305	100078948.9112054	2519314.225540804	77158541.84711738	-20401092.83855627
35.43	0.9784900689315517	319.13234955453055	319.04857671492897	100078948.91120689	2519306.9855406447	77159498.37461689	-20400143.55105836
35.440000000000005	0.9784904603504556	319.1322825021466	319.04887155689	100078948.91120838	2519299.7771458975	77160450.7699277	-20399198.36414376
35.449999999999996	0.9784908500784281	319.1322157424547	319.0491651251036	100078948.91120987	2519292.600218159	77161399.0509359	-20398257.26006463
35.46	0.9784912381227896	319.1321492741736	319.04945742508363	100078948.91121136	2519285.4546196335	77162343.23545027	-20397320.221150167
35.47	0.978491624490827	319.13208309602726	319.04974846231954	100078948.91121285	2519278.3402131237	77163283.34120212	-20396387.229806177
35.48	0.9784920091897983	319.13201720674516	319.05003824227805	100078948.91121434	2519271.256862039	77164219.385846	-20395458.268514812
35.489999999999995	0.9784923922269275	319.13195160506245	319.05032677040066	100078948.91121583	2519264.204430394	77165151.38695972	-20394533.319834176
35.5	0.978492773609408	319.13188628971994	319.0506140521069	100078948.91121732	2519257.182782797	77166079.36204483	-20393612.36639806
35.510000000000005	0.9784931533444032	319.1318212594637	319.05090009279104	100078948.9112188	2519250.191784448	77167003.32852703	-20392695.390915565
35.519999999999996	0.9784935314390435	319.13175651304624	319.05118489782564	100078948.9112203	2519243.231301141	77167923.30375642	-20391782.37617079
35.53	0.9784939079004302	319.13169204922406	319.0514684725589	100078948.91122179	2519236.3011992583	77168839.30500792	-20390873.305022553
35.54	0.9784942827356312	319.1316278667604	319.05175082231614	100078948.91122328	2519229.4013457694	77169751.34948131	-20389968.160403956
35.55	0.978494655951687	319.13156396442287	319.0520319523992	100078948.91122477	2519222.53160823	77170659.45430191	-20389066.925322156
35.559999999999995	0.9784950275556057	319.13150034098527	319.0523118680878	100078948.91122626	2519215.691854776	77171563.63652082	-20388169.582857996
35.57	0.9784953975543642	319.131436995227	319.0525905746377	100078948.91122775	2519208.881954124	77172463.91311505	-20387276.116165757
35.58	0.9784957659549107	319.1313739259317	319.05286807728226	100078948.91122924	2519202.1017755605	77173360.30098796	-20386386.508472726
35.589999999999996	0.9784961327641625	319.13131113188905	319.0531443812328	100078948.91123073	2519195.351188956	77174252.81696959	-20385500.74307896
35.6	0.9784964979890075	319.1312486118943	319.05341949167723	100078948.91123222	2519188.63006475	77175141.47781703	-20384618.803356927
35.61	0.9784968616363036	319.1311863647473	319.0536934137809	100078948.91123371	2519181.9382739477	77176026.3002148	-20383740.67275124
35.620000000000005	0.9784972237128775	319.1311243892545	319.0539661526872	100078948.9112352	2519175.2756881183	77176907.30077483	-20382866.334778287
35.629999999999995	0.9784975842255288	319.1310626842259	319.0542377135168	100078948.91123669	2519168.6421793913	77177784.49603708	-20381995.773025956
35.64	0.9784979431810261	319.13100124847756	319.0545081013687	100078948.91123818	2519162.037620465	77178657.90246983	-20381128.97115332
35.65	0.9784983005861081	319.1309400808304	319.0547773213196	100078948.91123967	2519155.461884602	77179527.53646995	-20380265.91289031
35.66	0.9784986564474853	319.1308791801114	319.0550453784241	100078948.91124116	2519148.9148456138	77180393.41436294	-20379406.58203744
35.669999999999995	0.978499010771839	319.13081854515184	319.05531227771434	100078948.91124265	2519142.3963778624	77181255.55240387	-20378550.96246543
35.68	0.9784993635658203	319.130758174788	319.0555780242016	100078948.91124414	2519135.906356271	77182113.966777	-20377699.03811501
35.690000000000005	0.9784997148360529	319.1306980678624	319.05584262287465	100078948.91124563	2519129.444656301	77182968.67359664	-20376850.792996515
35.699999999999996	0.9785000645891314	319.13063822322107	319.0561060787009	100078948.91124712	2519123.0111539694	77183819.68890703	-20376006.211189635
35.71	0.9785004128316221	319.130578639716	319.056368396627	100078948.91124861	2519116.6057258323	77184667.02868283	-20375165.276843105
35.72	0.9785007595700614	319.1305193162041	319.0566295815764	100078948.9112501	2519110.228248999	77185510.7088295	-20374327.97417444
35.730000000000004	0.9785011048109585	319.13046025154773	319.05688963845273	100078948.91125159	2519103.8786011087	77186350.74518351	-20373494.28746947
35.739999999999995	0.9785014485607945	319.1304014446136	319.0571485721373	100078948.91125308	2519097.5566603374	77187187.15351258	-20372664.20108228
35.75	0.9785017908260228	319.1303428942735	319.0574063874912	100078948.91125457	2519091.2623053985	77188019.94951612	-20371837.699434813
35.76	0.9785021316130672	319.1302845994044	319.057663089354	100078948.91125606	2519084.995415538	77188849.1488254	-20371014.767016474
35.769999999999996	0.9785024709283248	319.13022655888807	319.0579186825437	100078948.91125755	2519078.7558705336	77189674.76700403	-20370195.388384007
35.78	0.9785028087781639	319.1301687716115	319.05817317185836	100078948.91125904	2519072.5435506837	77190496.81954789	-20369379.548161082
35.79	0.9785031451689268	319.130111236466	319.05842656207477	100078948.91126053	2519066.3583368133	77191315.32188591	-20368567.231038086
35.800000000000004	0.9785034801069277	319.130053952348	319.0586788579493	100078948.91126202	2519060.2001102776	77192130.28937985	-20367758.421771742
35.809999999999995	0.9785038135984518	319.1299969181592	319.05893006421707	100078948.91126351	2519054.068752952	77192941.73732506	-20366953.105184898
35.82	0.9785041456497586	319.1299401328048	319.0591801855934	100078948.911265	2519047.964147223	77193749.68095054	-20366151.266166206
35.83	0.9785044762670815	319.12988359519665	319.05942922677235	100078948.91126649	2519041.886176006	77194554.13541922	-20365352.889669843
35.84	0.9785048054566248	319.1298273042501	319.05967719242886	100078948.91126798	2519035.8347227187	77195355.11582814	-20364557.960715245
35.849999999999994	0.978505133224567	319.12977125888574	319.05992408721585	100078948.91126947	2519029.8096712977	77196152.63720903	-20363766.464386757
35.86	0.9785054595770593	319.1297154580286	319.0601699157674	100078948.91127096	2519023.810906181	77196946.71452846	-20362978.385833442
35.870000000000005	0.9785057845202255	319.1296599006085	319.0604146826975	100078948.91127245	2519017.8383123255	77197737.36268806	-20362193.710268736
35.879999999999995	0.9785061080601654	319.1296045855608	319.06065839259946	100078948.91127394	2519011.891775183	77198524.59652473	-20361412.42297017
35.89	0.9785064302029494	319.12954951182405	319.0609010500468	100078948.91127543	2519005.9711807123	77199308.43081123	-20360634.509279147
35.9	0.9785067509546234	319.1294946783426	319.06114265959326	100078948.91127692	2519000.07641537	77200088.88025603	-20359859.954600632
35.910000000000004	0.9785070703212059	319.129440084065	319.06138322577357	100078948.91127841	2518994.207366115	77200865.95950408	-20359088.744402837
35.919999999999995	0.9785073883086906	319.1293857279442	319.0616227531016	100078948.9112799	2518988.363920396	77201639.68313669	-20358320.864216957
35.93	0.9785077049230446	319.129331608938	319.0618612460724	100078948.91128139	2518982.5459661633	77202410.06567188	-20357556.29963697
35.94	0.9785080201702093	319.129277726009	319.06209870916166	100078948.91128288	2518976.7533918614	77203177.12156475	-20356795.036319297
35.949999999999996	0.9785083340560989	319.12922407812397	319.06233514682486	100078948.91128437	2518970.98608642	77203940.86520787	-20356037.05998253
35.96	0.9785086465866049	319.1291706642546	319.06257056349847	100078948.91128586	2518965.243939256	77204701.31093131	-20355282.356407195
35.97	0.9785089577675896	319.1291174833767	319.06280496360034	100078948.91128735	2518959.5268402663	77205458.4730029	-20354530.91143547
