# time of execution: 2021-06-25 11:34:40
#model:arbspin
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:295.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 0.9863]
### sample paramters ###
# Sample: Iron
# S=2
# mu_at=2.2[mu_B]
# nx=1	ny=1	nz=1
# dx=2.856e-10	dy=2.856e-10	dz=2.856e-10	[m]
# atoms per unit cell:2
# asf=0.085
# gep, cv_el, cv_ph: DFT-interpolation
# Tc=1041[K]
# T_Deb=396[K]
### pulse paramters ###
# peak power:2e+22[W/m^3]
# sigma=1.8e-14[s]
# delay=2.5e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]
17.939999999999998	0.9860593974724989	284.5585516566378	284.55856266451354	180.22178407101532	-1023104.1264425053	-33140269.41128214	-34163553.759509474
17.95	0.9860593974237386	284.55855170655116	284.5585626254709	180.22178407101532	-1023104.121631167	-33140269.534748968	-34163553.87816495
17.959999999999997	0.9860593973753725	284.55855175606126	284.5585625867438	180.22178407101532	-1023104.1168587105	-33140269.65721804	-34163553.99586156
17.97	0.9860593973273972	284.55855180517125	284.5585625483296	180.22178407101532	-1023104.1121248223	-33140269.778697412	-34163554.11260705
17.98	0.9860593972798096	284.55855185388424	284.5585625102258	180.22178407101532	-1023104.107429191	-33140269.899195097	-34163554.228409104
17.990000000000002	0.9860593972326066	284.55855190220365	284.55856247242986	180.22178407101532	-1023104.1027715058	-33140270.018719036	-34163554.34327535
18.0	0.9860593971857851	284.5585519501326	284.55856243493946	180.22178407101532	-1023104.0981514618	-33140270.13727708	-34163554.45721334
18.01	0.9860593971393418	284.55855199767416	284.5585623977521	180.22178407101532	-1023104.0935687537	-33140270.25487704	-34163554.570230596
18.02	0.9860593970932737	284.5585520448316	284.55856236086515	180.22178407101532	-1023104.0890230804	-33140270.37152665	-34163554.68233452
18.029999999999998	0.9860593970475787	284.558552091608	284.5585623242763	180.22178407101532	-1023104.0845141417	-33140270.487233613	-34163554.793532535
18.04	0.9860593970022528	284.5585521380063	284.5585622879832	180.22178407101532	-1023104.0800416421	-33140270.602005508	-34163554.90383193
18.049999999999997	0.9860593969572926	284.5585521840297	284.55856225198335	180.22178407101532	-1023104.0756052878	-33140270.715849943	-34163555.01324002
18.06	0.986059396912696	284.5585522296811	284.5585622162744	180.22178407101532	-1023104.0712047855	-33140270.828774378	-34163555.121763945
18.07	0.9860593968684598	284.5585522749635	284.55856218085415	180.22178407101532	-1023104.0668398457	-33140270.940786257	-34163555.22941088
18.080000000000002	0.9860593968245809	284.55855231988	284.55856214571924	180.22178407101532	-1023104.0625101821	-33140271.05189295	-34163555.33618791
18.09	0.9860593967810565	284.55855236443335	284.55856211086854	180.22178407101532	-1023104.0582155169	-33140271.162101787	-34163555.44210205
18.1	0.9860593967378838	284.5585524086268	284.5585620763002	180.22178407101532	-1023104.0539555562	-33140271.271420013	-34163555.547160305
18.11	0.9860593966950604	284.55855245246306	284.5585620420109	180.22178407101532	-1023104.0497300205	-33140271.37985482	-34163555.651369564
18.12	0.9860593966525826	284.5585524959451	284.5585620079988	180.22178407101532	-1023104.0455386321	-33140271.487413343	-34163555.75473672
18.13	0.9860593966104483	284.5585525390757	284.5585619742614	180.22178407101532	-1023104.0413811164	-33140271.594102677	-34163555.857268535
18.139999999999997	0.9860593965686544	284.55855258185784	284.5585619407967	180.22178407101532	-1023104.0372571982	-33140271.699929867	-34163555.95897179
18.15	0.9860593965271983	284.5585526242942	284.5585619076025	180.22178407101532	-1023104.033166607	-33140271.804901842	-34163556.05985321
18.16	0.9860593964860772	284.5585526663874	284.5585618746765	180.22178407101532	-1023104.0291090718	-33140271.90902552	-34163556.159919366
18.17	0.9860593964452883	284.55855270814067	284.5585618420167	180.22178407101532	-1023104.025084324	-33140272.012307767	-34163556.25917688
18.18	0.9860593964048292	284.5585527495565	284.55856180962064	180.22178407101532	-1023104.0210921027	-33140272.114755373	-34163556.357632264
18.19	0.986059396364697	284.55855279063763	284.55856177748655	180.22178407101532	-1023104.017132144	-33140272.216375094	-34163556.45529204
18.2	0.9860593963248889	284.55855283138675	284.55856174561205	180.22178407101532	-1023104.0132041859	-33140272.31717365	-34163556.5521626
18.21	0.9860593962854027	284.5585528718066	284.5585617139952	180.22178407101532	-1023104.0093079716	-33140272.417157613	-34163556.64825033
18.22	0.9860593962462355	284.55855291189994	284.55856168263375	180.22178407101532	-1023104.0054432461	-33140272.516333587	-34163556.74356158
18.229999999999997	0.9860593962073845	284.55855295166907	284.5585616515258	180.22178407101532	-1023104.0016097536	-33140272.614708126	-34163556.83810261
18.24	0.986059396168848	284.5585529911168	284.5585616206692	180.22178407101532	-1023103.9978072409	-33140272.71228769	-34163556.93187965
18.25	0.9860593961306225	284.5585530302458	284.55856159006197	180.22178407101532	-1023103.9940354566	-33140272.809078682	-34163557.02489887
18.26	0.9860593960927063	284.55855306905846	284.55856155970207	180.22178407101532	-1023103.9902941516	-33140272.905087497	-34163557.11716641
18.27	0.9860593960550964	284.55855310755766	284.5585615295875	180.22178407101532	-1023103.9865830807	-33140273.000320468	-34163557.208688386
18.28	0.9860593960177902	284.55855314574563	284.55856149971635	180.22178407101532	-1023103.982902001	-33140273.094783854	-34163557.299470685
18.29	0.9860593959807858	284.558553183625	284.5585614700866	180.22178407101532	-1023103.9792506688	-33140273.18848388	-34163557.38951936
18.3	0.9860593959440803	284.5585532211983	284.55856144069617	180.22178407101532	-1023103.9756288434	-33140273.2814267	-34163557.47884036
18.31	0.9860593959076717	284.55855325846795	284.5585614115434	180.22178407101532	-1023103.9720362884	-33140273.373618457	-34163557.56743954
18.32	0.986059395871557	284.5585532954364	284.5585613826261	180.22178407101532	-1023103.9684727654	-33140273.465065204	-34163557.655322745
18.33	0.9860593958357342	284.55855333210604	284.55856135394254	180.22178407101532	-1023103.9649380398	-33140273.55577295	-34163557.7424958
18.34	0.986059395800201	284.5585533684794	284.55856132549076	180.22178407101532	-1023103.9614318798	-33140273.64574767	-34163557.82896437
18.35	0.9860593957649549	284.55855340455884	284.55856129726885	180.22178407101532	-1023103.9579540547	-33140273.734995298	-34163557.91473418
18.36	0.9860593957299936	284.55855344034666	284.5585612692746	180.22178407101532	-1023103.9545043381	-33140273.82352171	-34163557.99981085
18.37	0.9860593956953146	284.5585534758452	284.55856124150705	180.22178407101532	-1023103.9510825007	-33140273.91133274	-34163558.08420003
18.38	0.9860593956609159	284.55855351105686	284.55856121396386	180.22178407101532	-1023103.9476883131	-33140273.99843418	-34163558.16790727
18.39	0.9860593956267945	284.5585535459843	284.55856118664326	180.22178407101532	-1023103.9443215595	-33140274.084831726	-34163558.25093803
18.4	0.9860593955929499	284.5585535806291	284.55856115954344	180.22178407101532	-1023103.9409820134	-33140274.170531087	-34163558.33329782
18.41	0.9860593955593785	284.5585536149941	284.55856113266265	180.22178407101532	-1023103.9376694544	-33140274.255537905	-34163558.41499206
18.419999999999998	0.9860593955260785	284.5585536490813	284.558561105999	180.22178407101532	-1023103.9343836658	-33140274.339857772	-34163558.49602616
18.43	0.9860593954930474	284.55855368289303	284.5585610795508	180.22178407101532	-1023103.9311244301	-33140274.423496246	-34163558.57640541
18.44	0.9860593954602834	284.5585537164315	284.55856105331617	180.22178407101532	-1023103.9278915346	-33140274.50645884	-34163558.65613511
18.45	0.9860593954277842	284.55855374969894	284.55856102729376	180.22178407101532	-1023103.9246847654	-33140274.588751003	-34163558.735220514
18.46	0.9860593953955477	284.55855378269763	284.5585610014816	180.22178407101532	-1023103.9215039115	-33140274.670378145	-34163558.81366681
18.47	0.9860593953635715	284.5585538154295	284.55856097587804	180.22178407101532	-1023103.918348762	-33140274.75134565	-34163558.89147916
18.48	0.9860593953318537	284.558553847897	284.55856095048136	180.22178407101532	-1023103.9152191103	-33140274.83165885	-34163558.968662724
18.49	0.9860593953003924	284.55855388010207	284.55856092529	180.22178407101532	-1023103.9121147507	-33140274.91132304	-34163559.04522254
18.5	0.9860593952691853	284.5585539120469	284.5585609003022	180.22178407101532	-1023103.9090354776	-33140274.990343455	-34163559.1211637
18.509999999999998	0.9860593952382302	284.5585539437335	284.5585608755163	180.22178407101532	-1023103.9059810897	-33140275.068725314	-34163559.196491145
18.52	0.9860593952075255	284.5585539751641	284.55856085093075	180.22178407101532	-1023103.9029513845	-33140275.14647376	-34163559.27120989
18.53	0.9860593951770684	284.55855400634084	284.5585608265439	180.22178407101532	-1023103.899946162	-33140275.223593917	-34163559.345324814
18.54	0.9860593951468579	284.55855403726537	284.558560802354	180.22178407101532	-1023103.8969652284	-33140275.30009085	-34163559.41884074
18.55	0.9860593951168912	284.55855406794007	284.5585607783596	180.22178407101532	-1023103.8940083834	-33140275.375969604	-34163559.49176267
18.56	0.9860593950871668	284.55855409836687	284.55856075455915	180.22178407101532	-1023103.8910754329	-33140275.451235186	-34163559.5640953
18.57	0.9860593950576826	284.55855412854777	284.5585607309509	180.22178407101532	-1023103.8881661844	-33140275.525892537	-34163559.63584341
18.58	0.986059395028437	284.55855415848475	284.558560707534	180.22178407101532	-1023103.8852804439	-33140275.59994658	-34163559.70701172
18.59	0.9860593949994275	284.5585541881799	284.55856068430603	180.22178407101532	-1023103.8824180191	-33140275.67340219	-34163559.77760491
18.599999999999998	0.9860593949706522	284.5585542176351	284.55856066126563	180.22178407101532	-1023103.8795787274	-33140275.74626421	-34163559.84762764
18.61	0.9860593949421098	284.5585542468522	284.55856063841145	180.22178407101532	-1023103.8767623813	-33140275.81853743	-34163559.9170845
18.62	0.986059394913798	284.5585542758332	284.5585606157419	180.22178407101532	-1023103.8739687942	-33140275.890226595	-34163559.985980116
18.630000000000003	0.9860593948857147	284.55855430458007	284.5585605932556	180.22178407101532	-1023103.8711977834	-33140275.961336438	-34163560.05431895
18.64	0.9860593948578585	284.5585543330946	284.55856057095104	180.22178407101532	-1023103.8684491665	-33140276.031871643	-34163560.12210554
18.65	0.9860593948302276	284.5585543613787	284.5585605488267	180.22178407101532	-1023103.8657227634	-33140276.101836853	-34163560.189344324
18.66	0.9860593948028196	284.55855438943433	284.55856052688114	180.22178407101532	-1023103.8630183921	-33140276.17123667	-34163560.256039776
18.669999999999998	0.9860593947756333	284.55855441726305	284.55856050511295	180.22178407101532	-1023103.860335877	-33140276.240075633	-34163560.32219625
18.68	0.9860593947486667	284.55855444486696	284.55856048352064	180.22178407101532	-1023103.8576750397	-33140276.30835833	-34163560.387818106
18.689999999999998	0.9860593947219183	284.5585544722478	284.5585604621028	180.22178407101532	-1023103.8550357051	-33140276.37608923	-34163560.45290968
18.7	0.9860593946953858	284.55855449940736	284.558560440858	180.22178407101532	-1023103.852417701	-33140276.443272803	-34163560.51747524
18.71	0.9860593946690674	284.5585545263474	284.5585604197849	180.22178407101532	-1023103.8498208541	-33140276.509913445	-34163560.581519045
18.720000000000002	0.9860593946429621	284.5585545530697	284.5585603988821	180.22178407101532	-1023103.8472449926	-33140276.576015573	-34163560.64504531
18.73	0.9860593946170674	284.558554579576	284.55856037814823	180.22178407101532	-1023103.8446899477	-33140276.64158352	-34163560.70805822
18.74	0.9860593945913825	284.55855460586827	284.55856035758194	180.22178407101532	-1023103.84215555	-33140276.70662161	-34163560.770561926
18.75	0.9860593945659047	284.5585546319479	284.5585603371818	180.22178407101532	-1023103.8396416339	-33140276.771134134	-34163560.83256055
18.759999999999998	0.9860593945406328	284.5585546578168	284.5585603169465	180.22178407101532	-1023103.8371480331	-33140276.835125323	-34163560.89405814
18.77	0.9860593945155656	284.5585546834767	284.5585602968749	180.22178407101532	-1023103.834674583	-33140276.89859941	-34163560.95505877
18.779999999999998	0.9860593944907007	284.5585547089292	284.55856027696535	180.22178407101532	-1023103.8322211193	-33140276.961560547	-34163561.01556645
18.79	0.9860593944660367	284.558554734176	284.55856025721664	180.22178407101532	-1023103.8297874838	-33140277.0240129	-34163561.075585164
18.8	0.9860593944415721	284.55855475921885	284.55856023762755	180.22178407101532	-1023103.8273735153	-33140277.085960567	-34163561.13511891
18.810000000000002	0.986059394417305	284.5585547840593	284.55856021819676	180.22178407101532	-1023103.8249790547	-33140277.14740763	-34163561.19417152
18.82	0.9860593943932341	284.558554808699	284.55856019892303	180.22178407101532	-1023103.8226039459	-33140277.208358146	-34163561.25274694
18.830000000000002	0.9860593943693579	284.55855483313957	284.55856017980506	180.22178407101532	-1023103.8202480306	-33140277.268816125	-34163561.310849026
18.84	0.9860593943456742	284.55855485738266	284.5585601608415	180.22178407101532	-1023103.8179111544	-33140277.32878554	-34163561.36848156
18.849999999999998	0.9860593943221821	284.5585548814298	284.5585601420313	180.22178407101532	-1023103.8155931623	-33140277.388270315	-34163561.42564836
18.86	0.98605939429888	284.55855490528256	284.558560123373	180.22178407101532	-1023103.8132939036	-33140277.447274406	-34163561.4823532
18.869999999999997	0.986059394275766	284.5585549289426	284.55856010486553	180.22178407101532	-1023103.8110132248	-33140277.505801685	-34163561.538599804
18.88	0.986059394252839	284.5585549524113	284.5585600865076	180.22178407101532	-1023103.8087509776	-33140277.563856002	-34163561.59439189
18.89	0.9860593942300971	284.5585549756904	284.55856006829805	180.22178407101532	-1023103.8065070052	-33140277.62144121	-34163561.649733104
18.900000000000002	0.986059394207539	284.5585549987816	284.5585600502356	180.22178407101532	-1023103.8042811707	-33140277.678561047	-34163561.704627134
18.91	0.9860593941851631	284.558555021686	284.55856003231906	180.22178407101532	-1023103.8020733239	-33140277.735219304	-34163561.759077534
18.92	0.986059394162968	284.5585550444054	284.5585600145475	180.22178407101532	-1023103.7998833193	-33140277.79141969	-34163561.81308791
18.93	0.9860593941409523	284.55855506694127	284.5585599969193	180.22178407101532	-1023103.7977110145	-33140277.847165924	-34163561.86666183
18.939999999999998	0.9860593941191147	284.558555089295	284.55855997943416	180.22178407101532	-1023103.795556262	-33140277.90246166	-34163561.91980282
18.95	0.9860593940974535	284.558555111468	284.5585599620898	180.22178407101532	-1023103.7934189237	-33140277.957310554	-34163561.97251438
18.959999999999997	0.9860593940759673	284.5585551334619	284.5585599448856	180.22178407101532	-1023103.7912988578	-33140278.011716224	-34163562.02479998
18.97	0.9860593940546549	284.55855515527793	284.55855992782045	180.22178407101532	-1023103.789195925	-33140278.065682244	-34163562.07666304
18.98	0.9860593940335145	284.55855517691776	284.5585599108933	180.22178407101532	-1023103.787109987	-33140278.119212154	-34163562.128107026
18.990000000000002	0.9860593940125447	284.55855519838263	284.55855989410287	180.22178407101532	-1023103.7850409055	-33140278.172309484	-34163562.17913527
19.0	0.9860593939917451	284.55855521967413	284.55855987744815	180.22178407101532	-1023103.7829885442	-33140278.22497774	-34163562.22975114
19.01	0.9860593939711129	284.55855524079345	284.55855986092797	180.22178407101532	-1023103.7809527683	-33140278.277220383	-34163562.279958025
